title,description
Nivegy-valley small family wineries,"The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 03 HU. A group of small family wineries (some organic) in a 500 ha pocket vine region making alliances, producing high quality wine, selling it increasingly through the Internet, direct sales and different networks. They have interesting, innovative and co-operative joint actions in the field of social organisation, marketing, logistics, etc. and involve local food producers, using their products (cheese, meat, etc.) on wine tastings and dinners."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Transdanubian mountains. The reference mountain landscape of this VC is Szentantalfa. Szentantalfa village is located in Veszprém county, in the Balatonfüred district. The nearest larger town (Veszprém) is 30 km away and the capital is 150 km away. There is a significant Nazarene community in the village. The age structure is very youngThe area is very favorable for wine production."
Geography and population,The size of the area (km2) is 7. The minimum altimetry of the LAU (Local Administrative Unit) is 307. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 0.483. The population density (Inhabitants/km2) in the LAU is 69.00. The population change rate of the LAU in the last 10 years (%) has been 0.13%. The overall regional population density (Inhabitants/km2) is 95.45. The regional population change rate in the last 10 years (%) has been -0.04%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 3877. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3286. The primary sector share of total GVA/year [Province] is 4.99%. The secondary sector share of total GVA/year [Province] is 27.78%. The tertiary sector share of total GVA/year [Province] is 67.22%. The per capita income (EUR/year) [Region] is 14578. The total Gross Value Added (GVA) (EUR million/year) [Region] is 12355. The primary sector share of total GVA/year [Region] is 4.78%. The secondary sector share of total GVA/year [Region] is 38.97%. The tertiary sector share of total GVA/year [Region] is 56.24%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 0. The regional (Region) share of total BPs/year is 10.03%. The number of agricultural holdings in the LAU is 74. The nearest settlement with population over 100000 (km) is 26. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.47%. The secondary sector share of total employment/year [Province] is 42.86%. The tertiary sector share of total employment/year [Province] is 52.67%. The primary sector share of total employment/year [Region] is 4.47%. The secondary sector share of total employment/year [Region] is 42.86%. The tertiary sector share of total employment/year [Region] is 52.67%.
Interest on this VC,"Small family wineries (some organic) in a 500 ha pocket vine region. They are making alliances, joind actions (Kó-bor túra - vaga-wine tours) co-operate and produce high quality wine, selling through short chains but increasingly through the Internet. A group of winemakers organize events together and cooperate with each other, taking into account the common interests of the mini wine region. They also have a wine route that helps sellig their products. Their common marketing slogan is Nivegy Valley as a familiar wine region that they all use. They organise wine tastings/dinners, which they harmonise with each other."
Key local assets,"Not only their production, but also wine tours/wine tastings/dinners during the scenery. Cooperation and collaboration, local open winemakers contribute to the success of wineries. The wineries adapt to both the natural and cultural conditions of the area with viticulture and winemaking. "
Challenges,"Climate change (warming, new pests, extreme weather conditions). Civilisation/urbanisation pressure on the Mountain landscape. Social distancing for COVID cancelled events. Difficulties in cooperation, collaboration and communication between the wineries. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Nivegy Valley has a centuries-old tradition of viticulture and winemaking. Most of the winemakers here carry on the family traditions, but there are also some urban people bringing their knowledge from outside. Sales take place in short supply chains, or via the Internet, the design is in most cases special and demanding, most wines are made with modern technology (innovative). Co-opeation is also an innovative feature for wine-makers. The innovation is related to New marketing strategies and New governance systems. The land use systems involved are Cropland. The local assets include Natural, social and cultural."
