title,description
Rural tourism in Maleshevija (North Macedonia) - Mountain related tourism,"The MOVING reference member state of this VC (Value Chain) is NMK. The reference MOVING Card ID of this VC is VC 14 NMK. Key actors dealing with tourism in Maleshevija : a) Hotel Manastir b) Vila Marija c) Vila Lina d) Aurora hotel . There are many families offering private accommodation. This VC is also linked to the natural products produced in the reference region, and it represents a very big opportunity for further development."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Mountain Meleshevija. The reference mountain landscape of this VC is unspecified. Maleshevski mountains are located in the eastern part of the Republic of North Macedonia. The are covers the municipalities of Berovo and Pehchevo, and is characterized with the natural and cultural wealth. Two rivers cross the region, Bregalnica and Strumica. Forests covers 52% of the Maleshevija region, while pastures around 20%."
Geography and population,The size of the area (km2) is 806. The minimum altimetry of the LAU (Local Administrative Unit) is 660. The maximum altimetry of the LAU is 1932. The total population (in thousand) is 174.341. The population density (Inhabitants/km2) in the LAU is 49.3. The population change rate of the LAU in the last 10 years (%) has been -3.00%. The overall regional population density (Inhabitants/km2) is 83.4. The regional population change rate in the last 10 years (%) has been 1.20%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 5056. The total Gross Value Added (GVA) (EUR million/year) [Province] is 769. The primary sector share of total GVA/year [Province] is 9.80%. The secondary sector share of total GVA/year [Province] is 45.60%. The tertiary sector share of total GVA/year [Province] is 44.53%. The per capita income (EUR/year) [Region] is 5175. The total Gross Value Added (GVA) (EUR million/year) [Region] is 9332. The primary sector share of total GVA/year [Region] is 9.75%. The secondary sector share of total GVA/year [Region] is 27.70%. The tertiary sector share of total GVA/year [Region] is 62.50%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2088. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 26003. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 16.20%. The secondary sector share of total employment/year [Region] is 30.50%. The tertiary sector share of total employment/year [Region] is 53.30%.
Interest on this VC,"Maleshevija is part of the National strategy for tourism development of North Macedonia. It has a big potential for alternative and rural tourism. Has a clear identity and very good natural resources for rural tourism development. There are hiking trails that are made for recreation, hiking, mountain biking, and also enjoying the clean mountain air. The trails are part of the Balkan Mountaineering Transversal and are published in the mountain trials maps. There are numerous rapids, small cascades and waterfalls (up to 10 m high) along the mountain rivers in the region. ."
Challenges,"A large number of villages have suffered from extreme levels of emigration, often by the youngest and most active and reproductive groups, as well as females. Communication/language barriers with foreign tourists. Accommodation capacities and standardization of accommodation not well structured. All are challenges for the VC. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The high technology and intensive communication have made the world more unique, and Maleshevija more accessible. Private accommodations in the region are increasing and many families are linked to this VC. The innovation is related to New processes and New marketing strategies. The land use systems involved are Grassland, Forestry and Natural land. The local assets include Natural, social and cultural."
Concluding remarks,"This value chains, since it includes a wider range of people in the chain (private accommodation), many families offer private accommodation for potential tourists. It links together the catering value chain (mainly products from the region), and the diverse selling points through available tourist capacities in the region."
