title,description
A combination of beekeeping and agrotourism,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 16 SK. Key activities: beekeeping, bee products processing, marketing , sale, agrotourism. Key actors: beekeepers, land owners, consumers. Positive impact on local and regional SES is employment and on ecological sustainability. The VC depends on local and regional vegetation with low pesticide use."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Polichno. The village lies in the shallow valley of a small river. Marble is mined in a small part of the municipality area. The unfavorable demographic development of the village caused that several buildings are empty. However, a development of cottages in the village is appearing, which is determined by its good location (17 km) from Lučenec city and presence of a natural landscape."
Geography and population,The size of the area (km2) is 11.07. The minimum altimetry of the LAU (Local Administrative Unit) is 480. The maximum altimetry of the LAU is 817. The total population (in thousand) is 0.131. The population density (Inhabitants/km2) in the LAU is 12.9. The population change rate of the LAU in the last 10 years (%) has been -0.10%. The overall regional population density (Inhabitants/km2) is 68.4. The regional population change rate in the last 10 years (%) has been -0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 12100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7012.6. The primary sector share of total GVA/year [Province] is 4.78%. The secondary sector share of total GVA/year [Province] is 47.44%. The tertiary sector share of total GVA/year [Province] is 47.78%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 645. The regional (Region) share of total BPs/year is 0.64%. The number of agricultural holdings in the LAU is 4846. The nearest settlement with population over 100000 (km) is 204. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.
Interest on this VC,"A family farm combines beekeeping and agrotourism in the mountains. The farm produces various high-quality products such as honey, mead beverage, honey vine, cosmetics with bee products, pollen, propolis, royal jelly. Moreover, the farm provides accommodation and excursions about beekeeping and bee product processing for individuals or small groups. This activity is connected with natural land-use systems in the locality. A family farm which diversify its activities towards society involvement. It also uses e-commerce."
Key local assets,"Natural asset are vegetation land use systems. Social assest are consumers demanding bee products, visitors willing to stay at the bee farm, people interested in learning about beekeeping and bee products processing. "
Challenges,"The beekeeping challenges are similar to those in other countries, which is an extensive death of bee colonies due to the sharp temperature fluctuations and pesticides in agriculture. The current losses are also influenced by pollen's weak diversity, caused by single-species cultivation of crops, parasites, or bee diseases. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. Innovation is in a combination of production functions of beekeeping with society involvement by agrotourism. The innovation is related to New products and New marketing strategies. The land use systems involved are Cropland, Grassland, Forestry and Natural land. The local assets include Natural and social."
Concluding remarks,An innovation of combining beekeeping activity with agrotourism in mountains is according to available data relatively unique in the country.
