title,description
Organic and demeter certified herbs,"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 15 SCA. This VC is based on a family farm with few employees besides the two owners. They produce herbs and flowers to sell them fresh and dry. They also own a dehumidifier to dry their own grown herbs and flowers and other organic herbs they buy from national producers as well as exotic aromatic plants and teas from abroad. Their product is certified with the Demeter label as organic and bio-dinamic farm. They sell their porducts directly in the farm and also online. In addition, through the cooperative Gudbrandsdalsmat SA, together with other 24 producers they sell their products to groceries stores and specially the Norwegian HORECA market."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Lom. Lom is situated at the entrance of the Jotunheim National Park, and the two highest peaks of Norway are located in this MRL. Located within a mountainous landscape, farming has traditionally been the main economic driver of the region. Other VCs in the MRL include cured and raw meat, fish, honey, stone milled flour, flatbread, and berries. In addition, tourism is also a growing industry."
Geography and population,The size of the area (km2) is 1968.56. The minimum altimetry of the LAU (Local Administrative Unit) is 365. The maximum altimetry of the LAU is 2469. The total population (in thousand) is 2.228. The population density (Inhabitants/km2) in the LAU is 1.13. The population change rate of the LAU in the last 10 years (%) has been -7.56%. The overall regional population density (Inhabitants/km2) is 7.13. The regional population change rate in the last 10 years (%) has been 2.86%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 44096.75. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7448.29. The primary sector share of total GVA/year [Province] is 7.42%. The secondary sector share of total GVA/year [Province] is 19.70%. The tertiary sector share of total GVA/year [Province] is 72.88%. The per capita income (EUR/year) [Region] is 46253.25. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15265.23. The primary sector share of total GVA/year [Region] is 3.65%. The secondary sector share of total GVA/year [Region] is 23.37%. The tertiary sector share of total GVA/year [Region] is 72.98%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 4752.83. The regional (Region) share of total BPs/year is 18.66%. The number of agricultural holdings in the LAU is 4 271. The nearest settlement with population over 100000 (km) is 279. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 6.58%. The secondary sector share of total employment/year [Province] is 22.67%. The tertiary sector share of total employment/year [Province] is 70.75%. The primary sector share of total employment/year [Region] is 4.27%. The secondary sector share of total employment/year [Region] is 22.73%. The tertiary sector share of total employment/year [Region] is 73.03%.
Interest on this VC,High quality product with long history and Demeter bio-dynamic certification.
Key local assets,"The main natural asset is the climate. This region has one of the driest weathers of the European Northern Countries with high amount of direct sun hours, which makes it adequate for aromatic herbs growing. The social assets start with their values linked to Demeter bio-dinamic philosophy. Besides, through Gudbrandsdalsmat SA they commit to a cooperation among local producers that share a concern about their territory and the practices they perform on it. "
Challenges,"As they directly sell their products from the farm to the consumers, the restrictions in mobility and lower tourism due to COVID-19 Pandemic may have negatively impacted their activity. In this sence, the important role of the local producers' cooperative sshould be highlighted for its supporting role in developing an online store. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural and social.
Concluding remarks,More cases of organic herb farms are located in Roros (NO1640) and Gloppen (NO1445).
