title,description
Rye Bread made from cereals grown at the mountain,"The MOVING reference member state of this VC (Value Chain) is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 07 PT2. Rye is cultivated in the mountain area and, after harvesting, it is transformed into flour in the water mills that still in operation in the region. The rye flour is then used to produce the Rye Bread. Nowadays, there are small bakeries with wood ovens where the Rye Bread is cooked, imitating the community wood ovens of the past."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Cordilheira Central (RR08). The reference mountain landscape of this VC is Manteigas. With stunning landscapes, Manteigas is a municipality with 4 parishes, in the district of Guarda in the Centre region of Portugal. Manteigas shares with the municipalities of Seia and Covilhã, the highest point in mainland Portugal at 1993 meters of altitude. The main village of Manteigas is located in the Zêzere Glacier Valley, which is a great example of landscape modeling by glaciers, with its 'U' shape. Historically, the most important economic activities in Manteigas are related to pastoralism, sheep's cheese production and wool industry."
Geography and population,The size of the area (km2) is 123.28. The minimum altimetry of the LAU (Local Administrative Unit) is 496. The maximum altimetry of the LAU is 1993. The total population (in thousand) is 3.007. The population density (Inhabitants/km2) in the LAU is 24.7. The population change rate of the LAU in the last 10 years (%) has been -0.15%. The overall regional population density (Inhabitants/km2) is 78.6. The regional population change rate in the last 10 years (%) has been -0.05%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 13122.59. The total Gross Value Added (GVA) (EUR million/year) [Province] is 2534.72. The primary sector share of total GVA/year [Province] is 3.67%. The secondary sector share of total GVA/year [Province] is 24.16%. The tertiary sector share of total GVA/year [Province] is 72.00%. The per capita income (EUR/year) [Region] is 16576.33. The total Gross Value Added (GVA) (EUR million/year) [Region] is 33268.83. The primary sector share of total GVA/year [Region] is 3.44%. The secondary sector share of total GVA/year [Region] is 30.35%. The tertiary sector share of total GVA/year [Region] is 67.00%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 403. The regional (Region) share of total BPs/year is 0.63%. The number of agricultural holdings in the LAU is 111. The nearest settlement with population over 100000 (km) is 77.2. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 20.11%. The secondary sector share of total employment/year [Province] is 34.59%. The tertiary sector share of total employment/year [Province] is 45.30%. The primary sector share of total employment/year [Region] is 13.25%. The secondary sector share of total employment/year [Region] is 48.20%. The tertiary sector share of total employment/year [Region] is 38.55%.
Interest on this VC,"Product connected to territorial identity. Rye was traditionally used to produce bread because it is more resistant than other cereal crops to the conditions of the mountain region, where the soils are poorer and thinner and the winter is very cold. Product highly characteristic of the MRL. Product highly connected to land use and landscape management."
Key local assets,Rye is a cereal grain used for flour and bread that grows well in poor soils and under very low temperatures. 
Challenges,Is land abandonment an issue to this value chain? Local production on Rye is diminishing. Can this VC be maintained or will Rye Bread production depend more and more on imported cereals?. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include N/A.
Concluding remarks,This product may be produced in different municipalities at Serra da Estrela.
