title,description
Skiing and downhill cycling in Eplény,"The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 13 HU. Eplény ski arena is creating huge tourism during the winter and also during the summer with downhill cycling. It is the most developed ski resort in Hungary, with artificial snow, modern ski lifts, lighting, etc. It creates the basis for local economic development, through the availability of toursim related income. It is using a quite limited geographical area on a very intensive, however, mostly controllable way, providing income for locals and possibility for being in nature all around the year for visitors. It especially attracts younger generations, who are otherwise difficult to seduce to the outdoors."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Transdanubian mountains. The reference mountain landscape of this VC is Eplény. Eplény is a settlement located between the Zirc Basin and the Veszprém Plateau. It is located 14 km north of Veszprém and 7 km south of Zirc, next to the main road 82. A main railway route also passes through the settlement. Next to Eplény is one of the most modern ski resorts in Hungary, the Ski Arena, where the country's first four-seater ski lift has been available since December 2009. Many protected plants of the Bakony mountain can be seen nearby on a study trail."
Geography and population,The size of the area (km2) is 8. The minimum altimetry of the LAU (Local Administrative Unit) is 504. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 0.482. The population density (Inhabitants/km2) in the LAU is 60.25. The population change rate of the LAU in the last 10 years (%) has been -0.10%. The overall regional population density (Inhabitants/km2) is 95.45. The regional population change rate in the last 10 years (%) has been -0.04%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 3877. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3286. The primary sector share of total GVA/year [Province] is 4.99%. The secondary sector share of total GVA/year [Province] is 27.78%. The tertiary sector share of total GVA/year [Province] is 67.22%. The per capita income (EUR/year) [Region] is 14578. The total Gross Value Added (GVA) (EUR million/year) [Region] is 12355. The primary sector share of total GVA/year [Region] is 4.78%. The secondary sector share of total GVA/year [Region] is 38.97%. The tertiary sector share of total GVA/year [Region] is 56.24%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 21.59. The regional (Region) share of total BPs/year is 10.03%. The number of agricultural holdings in the LAU is 16. The nearest settlement with population over 100000 (km) is 17. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.47%. The secondary sector share of total employment/year [Province] is 42.86%. The tertiary sector share of total employment/year [Province] is 52.67%. The primary sector share of total employment/year [Region] is 4.47%. The secondary sector share of total employment/year [Region] is 42.86%. The tertiary sector share of total employment/year [Region] is 52.67%.
Interest on this VC,"Eplény ski arena is creating huge tourism during the winter and also during the summer with downhill cycling. It is the most developed ski resort in Hungary, with artificial snow, modern ski lifts, lighting, etc. It creates the basis for local economic development, through the availability of toursim related income. There are new services developed in the area. There are also new marketing strategies, using audiovisual material, social networks, toursim sites on the Internet, etc.)."
Key local assets,"It is the steep, northerly, high slope, that, especially with the built in skiing infrastructure can provide a skiing experience for the longest period in Hungary. "
Challenges,"Climate change, very warm winters, short ski seazon, overuse, visitor pressure, soil erosion (both from skying and downhill cycling). Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Both skiing and downhill cycling is a reasonably new activity in the area. High tech equipment has been installed (ski lifts, snow cannons, automatic access control system). The innovation is related to New products and New marketing strategies. The land use systems involved are Forestry and Steap slopes. The local assets include Natural."
