title,description
Local mustard produces and transformed on the farm,"The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 18 CH2. The VC is composed only of farms, which produce, process and sell the resource directly on the farm. Some external and local inputs are used for colouring and flavouring."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Jura. The reference mountain landscape of this VC is Tévenon. The MLR is a region composed of limestone rocks, which are permeable and have difficulty retaining water, forming a succession of shallow valleys and high plateaus. It is covered by forest and wooded pasture. Milk and cheese production are the first agricultural resource of the massif. Temperature vary strongly between summer and winter and the annual rainfall are abundant ( 1000 mm). Clock-making by farmers in the form of peasant clockmakers has been practiced since the Middle Ages and offers a cultural heritage to the region."
Geography and population,The size of the area (km2) is 1.43. The minimum altimetry of the LAU (Local Administrative Unit) is 539. The maximum altimetry of the LAU is 1433. The total population (in thousand) is 0.90. The population density (Inhabitants/km2) in the LAU is 62.82. The population change rate of the LAU in the last 10 years (%) has been 28.88%. The overall regional population density (Inhabitants/km2) is 199.83. The regional population change rate in the last 10 years (%) is unspecified.
Income and gross value added,The average per capita income (EUR/year) [Province] is 30308.06. The total Gross Value Added (GVA) (EUR million/year) [Province] is 79468.40. The primary sector share of total GVA/year [Province] is 0.99%. The secondary sector share of total GVA/year [Province] is 29.59%. The tertiary sector share of total GVA/year [Province] is 69.42%. The per capita income (EUR/year) [Region] is 30308.06. The total Gross Value Added (GVA) (EUR million/year) [Region] is 120370.80. The primary sector share of total GVA/year [Region] is 0.80%. The secondary sector share of total GVA/year [Region] is 28.02%. The tertiary sector share of total GVA/year [Region] is 71.17%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2. The regional (Region) share of total BPs/year is 0.00%. The number of agricultural holdings in the LAU is 10. The nearest settlement with population over 100000 (km) is 50. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 20.14%. The secondary sector share of total employment/year [Province] is 12.95%. The tertiary sector share of total employment/year [Province] is 66.91%. The primary sector share of total employment/year [Region] is 2.55%. The secondary sector share of total employment/year [Region] is 15.85%. The tertiary sector share of total employment/year [Region] is 81.36%.
Interest on this VC,"High quality product, produced, processed and sold directly at the farm level. Mustard is an often industrial and highly consumed product. The innovation comes from the process of production and local transformation in direct sale. Furthermore, local products are used (such as wild garlic) to flavour and color the mustards."
Key local assets,Mustard production is based on traditional knowledge. 
Challenges,No major challenges known. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.
Innovation,The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Entirely local and artisanal production. The innovation is related to New processes. The land use systems involved are Cropland. The local assets include Cultural.
