title,description
apples and derivatives and other agricoltural products,"The MOVING reference member state of this VC (Value Chain) is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 39 IT. In the Natisone Valley the agricultural once a time was the main economic sector. The Specogna family farm was specilized in cattles breeding, but they converted the farm for the imposition give by the dairy produce quota, and other constrain connected to the dairy milk production. Today the company have the core business in the apple production but are also grown (potatoes, onions, courgettes, basil, tomatoes, aubergines ..), and cereals, and also other types of fruits such as walnuts, peanuts, plums, persimmons."
Mountain landscape and reference chains,The reference mountain chain of this VC is Eastern Alps - Julian Alps. The reference mountain landscape of this VC is Pulfero. Pulfero is a small municipality of Udine province It is located 36 Km from Udine and 6 Km from Slovenia.
Geography and population,The size of the area (km2) is 48.68. The minimum altimetry of the LAU (Local Administrative Unit) is 170. The maximum altimetry of the LAU is 1641. The total population (in thousand) is 0.872. The population density (Inhabitants/km2) in the LAU is 17.91. The population change rate of the LAU in the last 10 years (%) has been -18.44%. The overall regional population density (Inhabitants/km2) is 152.22. The regional population change rate in the last 10 years (%) has been -1.17%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 31200. The total Gross Value Added (GVA) (EUR million/year) [Province] is 14844.1. The primary sector share of total GVA/year [Province] is 1.94%. The secondary sector share of total GVA/year [Province] is 29.15%. The tertiary sector share of total GVA/year [Province] is 68.91%. The per capita income (EUR/year) [Region] is 31600. The total Gross Value Added (GVA) (EUR million/year) [Region] is 34501. The primary sector share of total GVA/year [Region] is 1.90%. The secondary sector share of total GVA/year [Region] is 28.67%. The tertiary sector share of total GVA/year [Region] is 69.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 178. The regional (Region) share of total BPs/year is 0.11%. The number of agricultural holdings in the LAU is 40. The nearest settlement with population over 100000 (km) is 36. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 3.31%. The secondary sector share of total employment/year [Province] is 26.54%. The tertiary sector share of total employment/year [Province] is 70.15%. The primary sector share of total employment/year [Region] is 2.82%. The secondary sector share of total employment/year [Region] is 26.91%. The tertiary sector share of total employment/year [Region] is 70.27%.
Interest on this VC,The farm is certificated as organic farm (ICEA) and take the opportunity offered by Reg.(UE) n.1151/2012 and Reg.(UE) n.665/2014 to use the label ' Mountain Product'. The new generation of this family farm have decide to stay in this mountain valley and to introduce some innovation to increase the income.
Key local assets,The farm familyvalue. 
Challenges,N/A. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. This farm have decide to convert the production from dairy milk to ortofruit production. The main innovation is related to the processing of fuit and vegetable derivates (juice, dried and oiled products, jams and creams). The innovation is related to New processes. The land use systems involved are Orthofruit. The local assets include Social."
