title,description
Wood processing fo industry,"The MOVING reference member state of this VC (Value Chain) is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 19 CZ. The wood processing VC represent a classic example of economic activity that has been traditionaly pursued in the Sumava region. The VC currently include different economic actors - regional, national, State-owned, global that compete over the very specific assets. The regional actors that used to play very important role for the regional economy are facing high economic pressure. At the same time the VC is changing due to environmental challenges that are reflected in the forestry activities. The VC plays a crucial role in the mountain region, because it is directly and firmyl linked with the visible and tangible natural assets - forests. Functioning of this VC significantly affect environmental and economic aspects of the region with numerous indirect implication for other sectors (such as tourism)."
Mountain landscape and reference chains,The reference mountain chain of this VC is Sumava - Cesky les. The reference mountain landscape of this VC is LAU 1 Klatovy. Moountainm Reference Landscape is very diverse. The area of the region (LAU 1 Klatovy) is covered by 46 % by agricultural land. About 55 % of the agricultural land is arable. Lower areas of the region (LAU 1) are suitable for relatively intense production of crops (including wheat and rape seeds). Upper areas are suitable for potato production. The south-western borders of the region neigbor the Germany. This is the area of the Sumava mountains. Due to the large share of the areas with high altitude there are many areas covered with forests. About 43 % of the region's areas are covered with forests.
Geography and population,The size of the area (km2) is 1946. The minimum altimetry of the LAU (Local Administrative Unit) is 250. The maximum altimetry of the LAU is 1370. The total population (in thousand) is 86.405. The population density (Inhabitants/km2) in the LAU is 44. The population change rate of the LAU in the last 10 years (%) has been -2.60%. The overall regional population density (Inhabitants/km2) is 69.7. The regional population change rate in the last 10 years (%) has been 2.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10193. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9675.69. The primary sector share of total GVA/year [Province] is 4.70%. The secondary sector share of total GVA/year [Province] is 39.00%. The tertiary sector share of total GVA/year [Province] is 56.30%. The per capita income (EUR/year) [Region] is 9836.73. The total Gross Value Added (GVA) (EUR million/year) [Region] is 19458.96. The primary sector share of total GVA/year [Region] is 4.00%. The secondary sector share of total GVA/year [Region] is 43.60%. The tertiary sector share of total GVA/year [Region] is 52.40%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 30828. The regional (Region) share of total BPs/year is 0.33%. The number of agricultural holdings in the LAU is 3183. The nearest settlement with population over 100000 (km) is 85. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.00%. The secondary sector share of total employment/year [Province] is 41.00%. The tertiary sector share of total employment/year [Province] is 56.00%. The primary sector share of total employment/year [Region] is 3.70%. The secondary sector share of total employment/year [Region] is 40.40%. The tertiary sector share of total employment/year [Region] is 26.60%.
Interest on this VC,"Wood processing is a typical VC associated with the Sumava region. The VC directly utilizes rich natural resources (forests). Forestry and wood processing has been a traditional sources of livelihood for local inhabitants. The forests perform multiple functions in the region - spannig over environmental and economic functions. The ownership of forest land is fragmented, there are many owners of small forest plots and at the same time there are large companies. In the context of Sumava region it is important to note that the area of the national park and nature proteced area are owned and managed by the State-owned company."
Key local assets,Key assets stem from natural capital of the region (forestry - spruce trees). The wood processing is important part of the regional economy. It can be also counted a part of the regional culture and tradition. Some of these businesses have operated in the region for a very long time (about one century). These traditional (small) business are experiencing a rising economic pressure related to their productivity. This is also a reason why some of these business were not able to cope with the existing price pressure. 
Challenges,"The VC is currently facing many challenges. (1) Due to the global climate change, the forests that are typical of the Sumava region (spruce) are suffering from shortage of water. The trees are more vulnarable and threatened by bark beetle that is destroying large areas of spruce forests. (2) Forest areas located in the national park are subject of a long-term discussion about sustainable management of these areas. (3) Local wood processers are open for international trade with Germany and Austria. Many local wood processors went bancrupt due to the economic pressure that is increasing in the sector. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Forestry. The local assets include Natural and cultural.
Concluding remarks,"The VC obviously crosses over the borders to Germany and Austria just like the mountain region. However, the actors of the given VC operate in a different economic and social context."
