title,description
Erzincan Tulum Cheese,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 10 TR. Cheese is produced on the plateaus and pastures of Erzincan where there are nearly half a million sheep. Cheese is produced from the milk of the White Karaman sheep which graze at high altitude in Erzincan Province between the fifth and ninth months of the year. The cheese is shaped by the plant and animal biodiversity of the region. Breeders remain on the plateau for about 5 months of the year. Cheese is produced by traditional methods, with nothing added except rennet and salt. Cheeses is ripened originally in tulum or other plastic packages for at least three months. With its unique taste and aroma, Erzincan tulum cheese is important for the development of the region."
Mountain landscape and reference chains,The reference mountain chain of this VC is Esence and Munzur mountains. The reference mountain landscape of this VC is İliç. Erzincan Province is located in the eastern region of Turkey. The city is situated 1185 meters above sea level. It has a terrestrial climate. Mountains constitute approximately 60% of Erzincan Provience.
Geography and population,The size of the area (km2) is 1382. The minimum altimetry of the LAU (Local Administrative Unit) is 1064. The maximum altimetry of the LAU is 3150. The total population (in thousand) is 8.878. The population density (Inhabitants/km2) in the LAU is 6.424023155. The population change rate of the LAU in the last 10 years (%) has been 33.60%. The overall regional population density (Inhabitants/km2) is 26.3. The regional population change rate in the last 10 years (%) has been 0.17%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 6900. The total Gross Value Added (GVA) (EUR million/year) [Province] is 1456.3. The primary sector share of total GVA/year [Province] is 10.90%. The secondary sector share of total GVA/year [Province] is 36.10%. The tertiary sector share of total GVA/year [Province] is 46.40%. The per capita income (EUR/year) [Region] is 5400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 5256.77. The primary sector share of total GVA/year [Region] is 16.70%. The secondary sector share of total GVA/year [Region] is 21.70%. The tertiary sector share of total GVA/year [Region] is 54.90%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2713. The regional (Region) share of total BPs/year is 24.00%. The number of agricultural holdings in the LAU is 7000. The nearest settlement with population over 100000 (km) is 114. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is Medium. The secondary sector share of total employment/year [Province] is Low. The tertiary sector share of total employment/year [Province] is High. The primary sector share of total employment/year [Region] is 31.90%. The secondary sector share of total employment/year [Region] is 9.60%. The tertiary sector share of total employment/year [Region] is 58.20%.
Interest on this VC,Erzincan Tulum is a traditional cheese. It has been produced in the highlands of the region for hundreds of years. It requires a special process for production which involves the use of White Karaman sheep s milk. These sheep graze in the highlands of Erzincan Province. Small-scale sheep breeders remain in the plateau for about 5 months of the year.
Key local assets,The sheep graze on the plateaus of Erzincan Province where there is a rich variety of 90-100 different kinds of plants. Sheep breeding has been the traditional activity of the area for generations. Cheese is produced using traditional methods.Erzincan Tulum Cheese has Geographical Indication from the Turkish Patent and Trademark Office. 
Challenges,Cheese is mostly produced on small-scale farms. There isn t any standard production method. There is a lack of infrastructure on the plateaus. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. Organic honey production. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural and cultural.
Concluding remarks,"This VC is also present in other MRLs in the Member States such as Czech Republic, France, Hungary, Serbia, Switzerland, Spain, and Austria."
