title,description
"Beeswax products including soap, candles, skincare and food wraps (Blaenau Gwent)","The MOVING reference member state of this VC (Value Chain) is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 27 UK. Gwent Valley (or Blaenau Gwent in Welsh) (LAU1) Beeswax products include candles, soaps, other beauty products and reusable food wraps (i.e., instead of cling film). Honey Bee Beautiful for instance is a sustainable honey and beeswax skincare business based in Gwent Valley. They only use raw Welsh Honey and Beeswax cappings. Meanwhile, Sirhowy Valley Honeybee are a social enterprise honey producer in Gwent but are starting to branch into education (i.e., through schools workshops) and beeswax products. market of beeswax wraps is increasing as society becomes more aware of reducing their environmental footprint (i.e. using less single-use plastics)."
Mountain landscape and reference chains,The reference mountain chain of this VC is West Wales (NUTS 2). The reference mountain landscape of this VC is Blaenau Gwent. Blaenau Gwent is in South Wales.It borders the Brecon Beacons National park at its northern boundary. The largest town is Ebbw Vale and the areas as quite an industrial employment history (i.e. steelworks and coal mining) and it has higher than average unemployment rates (compared to the Welsh average).
Geography and population,The size of the area (km2) is 108.728052. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 578. The total population (in thousand) is 69.862. The population density (Inhabitants/km2) in the LAU is 642.54. The population change rate of the LAU in the last 10 years (%) has been 0.07%. The overall regional population density (Inhabitants/km2) is 150.68. The regional population change rate in the last 10 years (%) has been 2.33%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 17614.57. The total Gross Value Added (GVA) (EUR million/year) [Province] is 6037.01. The primary sector share of total GVA/year [Province] is 0.07%. The secondary sector share of total GVA/year [Province] is 36.00%. The tertiary sector share of total GVA/year [Province] is 63.92%. The per capita income (EUR/year) [Region] is 18518.64. The total Gross Value Added (GVA) (EUR million/year) [Region] is 40269.69. The primary sector share of total GVA/year [Region] is 1.25%. The secondary sector share of total GVA/year [Region] is 27.14%. The tertiary sector share of total GVA/year [Region] is 71.61%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2577. The regional (Region) share of total BPs/year is 0.66%. The number of agricultural holdings in the LAU is 100. The nearest settlement with population over 100000 (km) is 33.9. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 0.91%. The secondary sector share of total employment/year [Province] is 29.09%. The tertiary sector share of total employment/year [Province] is 70.00%. The primary sector share of total employment/year [Region] is 3.13%. The secondary sector share of total employment/year [Region] is 20.10%. The tertiary sector share of total employment/year [Region] is 76.76%.
Interest on this VC,"Often these producers are linked to food and drink quality schemes (i.e. for their honey) and beekeepers associations. They are high reputation products given that they use pure raw local honey/ beeswax. The beeswax and wider honey products connect to the wider territorial identity of Southern Wales. Beeswax wraps raise awareness of single-use plastics and foodwaste. This innovation mainly relates to new products as they are making new products out of former waste (i.e. beeswax). Furthermore the increased interest in school visists/ education to beekeeping/ hives is another new innovative product. Although beeswax candles are not especially new, the moves into food wraps and skincare is particularly innovative."
Key local assets,Natural assets: relies on maintenance of ecosystem to ensure good quality and quantity of beeswax/ honey. Social assets are good relationships with the land owners and producers of beeswax products. Cultural assets and the use of traditional knowledge of beekeepinng practices and the importance of maintaining links to local Welsh identity and promoting Welsh honey/ beeswax products through education trips and visits. 
Challenges,Reliant on maintainence of the local ecosytem to ensure bees continue to produce good quantity and quality of beeswax/ honey. Potential difficulties in selling to their markets due to BREXIT/ COVID. Good relations with the local land managers needs to be maintained to ensure access to hives/ and good environment (i.e. pollinators). Also potential impacts of bee numbers/ wuality of honey from climate change. Overall the type of challenge faced by this VC is Current and predicted. This VC is classified as Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. Use of more-than honey products for candles, skincare, food wraps and education. The innovation is related to New products. The land use systems involved are Natural land. The local assets include Natural, social and cultural."
Concluding remarks,"There are close links between the beeswax VC and the (heather) honey VC. Beeswax products are produced across the UK, especially in connection with honey production ventures."
