title,description
Suckling goat from Malaga,"The MOVING reference member state of this VC (Value Chain) is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 31 ES. There are about 300,000 head of Malaga goats in Spain. About 200,000 in the province of Malaga, distributed in more than 1,500 goat farms, the largest European concentration of this livestock. The suckling goat is an animal of one month of age, with a live weight between 8 and 10 kilos, fed exclusively on mother's milk. The breed is controlled through a Stud Book or certification by the Spanish Association of Malaga Goat Breeders (Cabrama). The 'Marca de Garantía Chivo Lechal Malagueño' (Malaga Suckling Goat Guarantee Label) implies the fulfillment of an exhaustive set of conditions. Malaga suckling goat meat is increasingly consumed in the province of Malaga and beyond. 80% of the cattle farms have some territorial base so that the predominant management in the farms is semi-extensive. It confers unique properties, aroma, and flavors to the meat and milk, transmitted to the cheeses and the rest of the derived products."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Betic Systems. The reference mountain landscape of this VC is Canillas de Aceituno. The Sierras Tejeda, Almijara and Alhama, are Natural Park since 1999. With its 2,065 m. altitude and very diverse flora, its lands are suitable for the cultivation of vineyards, olive groves, and fruit trees such as orange, fig, and loquat, etc. Its marginal character has favoured the conservation of the landscape, traditional architecture, and its natural values."
Geography and population,The size of the area (km2) is 42. The minimum altimetry of the LAU (Local Administrative Unit) is 150. The maximum altimetry of the LAU is 2050. The total population (in thousand) is 1.68. The population density (Inhabitants/km2) in the LAU is 40. The population change rate of the LAU in the last 10 years (%) has been -26.50%. The overall regional population density (Inhabitants/km2) is 96.63. The regional population change rate in the last 10 years (%) has been 1.12%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 8587.56. The total Gross Value Added (GVA) (EUR million/year) [Province] is 28075.1. The primary sector share of total GVA/year [Province] is 2.88%. The secondary sector share of total GVA/year [Province] is 14.62%. The tertiary sector share of total GVA/year [Province] is 82.50%. The per capita income (EUR/year) [Region] is 16409.45. The total Gross Value Added (GVA) (EUR million/year) [Region] is 150440. The primary sector share of total GVA/year [Region] is 6.53%. The secondary sector share of total GVA/year [Region] is 20.01%. The tertiary sector share of total GVA/year [Region] is 73.46%.
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 573. The regional (Region) share of total BPs/year is 0,10%. The number of agricultural holdings in the LAU is 226. The nearest settlement with population over 100000 (km) is 47.6. In this region protected areas are present."
Employment,The primary sector share of total employment/year [Province] is 4.21%. The secondary sector share of total employment/year [Province] is 12.62%. The tertiary sector share of total employment/year [Province] is 83.17%. The primary sector share of total employment/year [Region] is 9.44%. The secondary sector share of total employment/year [Region] is 16.41%. The tertiary sector share of total employment/year [Region] is 74.15%.
Interest on this VC,"The Malaga goat, a native Spanish breed, is highly prized for its milk production and its suckling goat meat quality. It has excellent fertility rates, being the Malaga milk goat, the first Spanish goat meat, and the first fresh meat in Andalusia, to have a quality label. The Malaga goat sector has a great potential for job creation. In addition to agri-food, with all its ancillary industry, catering and gastronomy or agrotourism, there are still other opportunities to be exploited. Cosmetics, linked to goat's milk, or all the goat skin crafts are two examples of lines to be developed."
Key local assets,"Malaga goat farming performs important environmental tasks through local resources, fire prevention, soil and biodiversity maintenance, and ecosystem conservation. The Malaga goat generates landscape and takes advantage of crop residues and marginal areas that other livestock types cannot graze. The management of the Natural Park promotes the integration of the goatherds with the natural space management. "
Challenges,"The greatest challenge is keeping the farms alive in the face of generational replacement problems, excessive bureaucracy, lack of nearby slaughterhouses, low meat prices that remain the same as 20 years ago, and the need to establish an articulation of the sector. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Much has been done to promote the quality and differentiated value of this meat. Unfortunately, a strong business model has not yet been secured to accompany the development of new strategies, in any case, associated with some local restaurants that have innovated using the product, its processing, and online sales to take home processed product. The innovation is related to New processes, New marketing strategies and New governance systems. The land use systems involved are Grassland. The local assets include Natural, social and cultural."
Concluding remarks,"The total census of Malaga goats is approximately 300,000 head, including the province of Malaga, with about 200,000 specimens. It is found in other Andalusian areas, Spanish regions, Portugal, and northern Morocco."
