title,description
Fruit spirit (hard liquer),"The MOVING reference member state of this VC (Value Chain) is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 12 CZ. The vision to produce spirits comparable with the best fruits spirits/brandies from France, Spain, Scotlad or Ireland pushes the founders of this VC ahead. To achive their vission they ustilise the elements of the past (e.g. 400 old mill to mature the spirit in its cellars) and local fruits (incl, typyical fruit form the Jeseniky mountain tree - rowanberry). They refer to the past of this mountanin region (e.g. to its former German population) to generate novelty (that is we call it retro-innovation)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Jeseniky mountains. The reference mountain landscape of this VC is LAU 1 Šumperk. Mountain Reference Landscape (LAU 1 - Vsetín) is the area with high share of highlands and forests. The Reference Landscape includes the nature protected area, which is the largest in the Czech Republic (555 km2). The most valuable asset of the Reference Landscape is the unique nature. The Reference Landscape thus provide very attractive conditions for tourism. The nature protected area located in the region is considered one of the most valuable locations in Europe. The landscape is historically known for extensive farming in perennial grassland, namely sheep and cattle."
Geography and population,The size of the area (km2) is 1313. The minimum altimetry of the LAU (Local Administrative Unit) is 360. The maximum altimetry of the LAU is 1491. The total population (in thousand) is 120.417. The population density (Inhabitants/km2) in the LAU is 91.7. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 131.62. The regional population change rate in the last 10 years (%) has been -1.49%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 9183.58. The total Gross Value Added (GVA) (EUR million/year) [Province] is 9185.97. The primary sector share of total GVA/year [Province] is 3.30%. The secondary sector share of total GVA/year [Province] is 40.40%. The tertiary sector share of total GVA/year [Province] is 56.30%. The per capita income (EUR/year) [Region] is 9335.88. The total Gross Value Added (GVA) (EUR million/year) [Region] is 18439.35. The primary sector share of total GVA/year [Region] is 2.97%. The secondary sector share of total GVA/year [Region] is 45.43%. The tertiary sector share of total GVA/year [Region] is 51.60%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 28371. The regional (Region) share of total BPs/year is 0.49%. The number of agricultural holdings in the LAU is 2387. The nearest settlement with population over 100000 (km) is 110. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.29%. The secondary sector share of total employment/year [Province] is 42.68%. The tertiary sector share of total employment/year [Province] is 53.01%. The primary sector share of total employment/year [Region] is 3.24%. The secondary sector share of total employment/year [Region] is 45.99%. The tertiary sector share of total employment/year [Region] is 50.77%.
Interest on this VC,"Regional label, attempt to re-introduce the fruit sipirt production typical for the past in the foothills of Jeseniky mountains. The company is presented as visionaires-producers who want to promote their production of highly qualitative refined products (to produce legendary spirits comaprable with French, Spain, Scotish counterparts). Fruit (plumbs, apples or rowanberry) spirits were traditional spirits made in the area of Jeseniky mountain (rowanberry is the tree typical in the mountains). Destillery Ullersdorf (uses old German name - the Germans lived in the are till the end of WW II) re-started the tradition of formerly exsiting small distelleries in the region of the Desna river valley (foothills of Jeseniky mountains). The VC brings new products (spirit of rowanberry) to contest other extra quality fruit spirits (made of plubms or appricots). Since appricots are not produced in the locality, the company does not produce appricot spirit (some other high quality mountain distilleries do such apricot spirits production). As for the marketing, they refer to the past also in the name (German name /Ullesdorf/ which tnow the village is called inn Czech Velké Losiny). That is also the reason we call it retro-innovation."
Key local assets,"Rowanberries as the tree typical for lower levels of Jeseniky mountains (a mountain of similar type). The fruits from the foothills of Jeseniky mountiain (plumbs, apples, pears) and unique space for maturing the spirits (balanced temperature in the cellars of 400 years old grain mill - the work of the mill ceased in the 1980s) are the main assets adding value to VC. "
Challenges,Re-start of type for VC existing in the past. The VC uses also typical fruit from Jeseniky mountain - rowanberry. In the past (the 1990s) the distillery operared only for local people (valley of the river Desna in Jeseniky mountains) who brought their fruits to be destilled for themselves and paid for the distilling process. Now they developed own business distilling their own spirits for sale. They want to utilise local wild fruits form mountains (rowanberry) and fruits from orchards in the local valley of the Desna river. They chllanege contemporary high quality distilleries using regional names but utilising the best fruits form various localities everywhere. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The innovation reflects the problem of large fruit distilleries. They produce high quality spirit using best fruits comming from everywhere (the quality of the fruits is the most important for these distilleries to produce high quality spirits, brandies). This VC utilisies local fruits (and very specific Jeseniky mountain fruit - rowanberry) to built the extra quality of spirit not on the best quality of fruits but on the locality and tis fruits quality and its traditions of siprits production (a sort of retro-innovation). The want to promote new quality of apple spirits. The innovation is related to New products and New marketing strategies. The land use systems involved are orchards and fruit trees. The local assets include Natural and cultural."
Concluding remarks,The company offres also the cattering for festive events using the producst of local farms.
