title,description
Perivillage production - vegetable and fruit,"The MOVING reference member state of this VC (Value Chain) is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 19 FR. In Balagne, the revival is the result of the inhabitants often accompanied by local elected officials. This is the case of the village of Pigna, where the private initiative to plant gardens and orchards (citrus and fruit trees) is now that of the town hall.The construction of the value chain combines the search for additional income, food for residents, spatial planning, and tourist attractiveness."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Corsican moutains. The reference mountain landscape of this VC is île-rousse-Balagne. the community of communes of L Île-Rousse-Balagne comprises 22 communes. It is deployed along the territorial road 30 and above the town of L Île-Rousse with the villages of Haute Balagne. It brought together 10,400 inhabitants in 2015, i.e. a population density lower than the regional average: 27 inhabitants per km against 37. Its two main municipalities, L'Île-Rousse and Monticello, have half the inhabitants and many services and facilities. : seven out of ten are present in the region, including a high school."
Geography and population,The size of the area (km2) is 390. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 2390. The total population (in thousand) is 0.1. The population density (Inhabitants/km2) in the LAU is 26.7. The population change rate of the LAU in the last 10 years (%) has been 1.00%. The overall regional population density (Inhabitants/km2) is 38.6. The regional population change rate in the last 10 years (%) has been 1.00%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3894. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 3894. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 8000. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 160. The nearest settlement with population over 100000 (km) is 333. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 0.036. The secondary sector share of total employment/year [Region] is 0.162. The tertiary sector share of total employment/year [Region] is 0.802.
Interest on this VC,"The CV is based on the initiative of the village of Pigna located in a region of olive-growing tradition and revival of Perivillage areas (will of elected officials, associative dynamism). Perivillage productions brings together a set of inseparable market garden and fruit productions which derive their value from their geographical and social situation. The value of the products does not come from a reputation per se but from the conjunction of several resources adjusted to the food needs of the inhabitants (proximity, soil, irrigation, etc.). These foods, which are not only products, also occupy the strategic space around the mountain villages. They constitute a useful crown for occupation, spatial planning, firefighting and village sociability. These food areas also provide additional income and participate in the construction of the landscape. The value begins by taking into account local vulnerabilities and not the market opportunity. Just as resilience depends on local capacities to associate components such as spaces, knowledge (technical route for the production of vegetables and fruits), capacities and adjusted public action. The project is not only organized on a supply / demand connection but on a project of a mountain village community taking into account the food landscape of the village."
Challenges,"The conditions and challenges for relaunching perivillage fruit and vegetable production are: land release from agricultural terraces, the attractiveness of the activity (help with brush clearing, processing equipment jams, jars, dehydration), the promotion and sale of products as they are and processed, the organization of local networks which connect productions to local demand (culinary uses), in particular to collective catering. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. Human abandonment has turned 'perivillage areas' into wilderness or areas occupied by stray animals. The current crises are leading to the beginning of the reoccupation of these spaces for the food production of the inhabitants. New species, varieties, new techniques, a new organization of trade is being put in place (permaculture, absence of pesticides, etc.). These social and technical innovations build new values (loans, hybridization, coexistence) based on a connection between inhabitants and their immediate environment. The innovation is related to New products, New processes, New marketing strategies and New governance systems. The land use systems involved are landscape of a mountainous village. The local assets include Social and cultural."
Concluding remarks,"These social innovation around feeding is also encouraged by local mayors, regional authorities, and national ones through the implementation of public policies."
