title,description
Traditional cabbeges from Olaszfalu,"The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 10 HU. Traditional production of cabbages (red, white, cauliflower, etc.) with special local varieties, produced by small farmers, integrated by one larger ones, marketed through both short and long supply chains (in Hungary and abroad). SES - maintain traditional, more sustainable ways of production, rural lifestyle, landscape. Producing high quality, sustainable food."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Transdanubian mountains. The reference mountain landscape of this VC is Olaszfalu. Olaszfalu is a small village (municipality), in Veszprém county, belonging to a small town Zirc, with reasonably good road and railway connections. It is situated in a valley with good alluvial soils, wet and cool weather, surrounded by large forested areas."
Geography and population,The size of the area (km2) is 43. The minimum altimetry of the LAU (Local Administrative Unit) is 486. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 1.053. The population density (Inhabitants/km2) in the LAU is 24.49. The population change rate of the LAU in the last 10 years (%) has been -0.06%. The overall regional population density (Inhabitants/km2) is 95.45. The regional population change rate in the last 10 years (%) has been -0.04%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 3877. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3286. The primary sector share of total GVA/year [Province] is 4.99%. The secondary sector share of total GVA/year [Province] is 27.78%. The tertiary sector share of total GVA/year [Province] is 67.22%. The per capita income (EUR/year) [Region] is 14578. The total Gross Value Added (GVA) (EUR million/year) [Region] is 12355. The primary sector share of total GVA/year [Region] is 4.78%. The secondary sector share of total GVA/year [Region] is 38.97%. The tertiary sector share of total GVA/year [Region] is 56.24%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 47.2. The regional (Region) share of total BPs/year is 10.03%. The number of agricultural holdings in the LAU is 125. The nearest settlement with population over 100000 (km) is 21. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 4.47%. The secondary sector share of total employment/year [Province] is 42.86%. The tertiary sector share of total employment/year [Province] is 52.67%. The primary sector share of total employment/year [Region] is 4.47%. The secondary sector share of total employment/year [Region] is 42.86%. The tertiary sector share of total employment/year [Region] is 52.67%.
Interest on this VC,"Successful local integration of small traditional cabbage producers by a slightly larger local producer, who organises logistics, storage, processing and trading of the products. They have become part of the local territorial quality assurance system (European Territorial Quality Mark). Cabage is a very traditional product for mountain agriculture in the region, however traditional producers are on the verge of extintion due to marketing problems and large scale competition. The only way forward seems to be integration, of which this is an excellent example."
Key local assets,"Very good conditions (weather, soil) and a long cultural tradition of cabbage production. The presence of human capacity to organise logistics and achieve economies of scale. Available technology for storage and logistics (based on a 'recicled processing and storage plant of a multi-national company) Good connections with the local LEADER LAG, organising marketing and community action. "
Challenges,"Difficult communication between producers, finding markets, challenges in connection with climate change (draughts, extreme weather events, etc.), maintaining interest of producers in participating in the local producers' networks, etc. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. An indigenous local producer managed to integrate small producers in and around the municipality, create the necessary high technology infrastructure for logistics and storage and create a considerable volume from a traditional product, enough to approach larger markets. + participation in the ETQM - social innovation, etc. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural, social and cultural."
