title,description
Promotion and development of horse meat from the swiss jura,"The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 05 CH2. The VC is composed of farmers, breeding horses in the wild, slaughterhouses and processors (in sausage, terrine or fresh meat), local butcher's shop for the sale. The meat is certified with the label 'l'originale' which guarantees of an authentic, high quality product that complies with Swiss ethical standards."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Jura. The reference mountain landscape of this VC is Cortébert; Courtelary; La Ferrière; Mont-Tramelan; Renan (BE); Saint-Imier; Sonceboz-Sombeval; Tramelan; Villeret; Péry-La Heutte; Champoz; Court; Eschert; Grandval; Moutier; Perrefitte; Reconvilier; Saicourt; Saules (BE); Petit-Val; Valbirse; Nods; Châtillon (FR); Boécourt; Bourrignon; Courchapoix; Courrendlin; Courroux; Courtételle; Delémont; Develier; Mettembert; Movelier; Pleigne; Rossemaison; Saulcy; Soyhières; Haute-Sorne; Val Terbi; Le Bémont (JU); Les Bois; Les Breuleux; La Chaux-des-Breuleux; Les Enfers; Les Genevez (JU); Lajoux (JU); Montfaucon; Muriaux; Le Noirmont; Saignelégier; Saint-Brais; Alle; Boncourt; Bonfol; Bure; Coeuve; Cornol; Courchavon; Courgenay; Courtedoux; Fontenais; Lugnez; Porrentruy; Vendlincourt; Basse-Allaine; Clos du Doubs; Haute-Ajoie; La Baroche. The MLR is a region composed of limestone rocks, which are permeable and have difficulty retaining water, forming a succession of shallow valleys and high plateaus. It is covered by forest and wooded pasture. Milk and cheese production are the first agricultural resource of the massif. Temperature vary strongly between summer and winter and the annual rainfall are abundant ( 1000 mm). Clock-making by farmers in the form of peasant clockmakers has been practiced since the Middle Ages and offers a cultural heritage to the region."
Geography and population,The size of the area (km2) is 111981. The minimum altimetry of the LAU (Local Administrative Unit) is 364. The maximum altimetry of the LAU is 1607. The total population (in thousand) is 108.50. The population density (Inhabitants/km2) in the LAU is 96.89. The population change rate of the LAU in the last 10 years (%) has been 4.98%. The overall regional population density (Inhabitants/km2) is 193.02. The regional population change rate in the last 10 years (%) is unspecified.
Income and gross value added,The average per capita income (EUR/year) [Province] is 25416.54. The total Gross Value Added (GVA) (EUR million/year) [Province] is 79468.40. The primary sector share of total GVA/year [Province] is 1.43%. The secondary sector share of total GVA/year [Province] is 56.92%. The tertiary sector share of total GVA/year [Province] is 41.65%. The per capita income (EUR/year) [Region] is 25284.90. The total Gross Value Added (GVA) (EUR million/year) [Region] is 127943.40. The primary sector share of total GVA/year [Region] is 0.86%. The secondary sector share of total GVA/year [Region] is 38.65%. The tertiary sector share of total GVA/year [Region] is 60.49%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1950. The regional (Region) share of total BPs/year is 2.09%. The number of agricultural holdings in the LAU is 1294. The nearest settlement with population over 100000 (km) is 48. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 6.16%. The secondary sector share of total employment/year [Province] is 39.81%. The tertiary sector share of total employment/year [Province] is 53.98%. The primary sector share of total employment/year [Region] is 4.63%. The secondary sector share of total employment/year [Region] is 23.61%. The tertiary sector share of total employment/year [Region] is 71.57%.
Interest on this VC,"Complementary product to the production of horses for sport and leisure, perpetuation of the Franches Montagnes breed, limitation of imports (90% in 2019), horses raised in wooded pastures which are strongly present in the Franches Montagnes region, high quality meat cheaper than cow meat. Instead of being incinerated, the horse is turned into a new product which is local meat. To promote the meat and counteract the taboos, sales strategies have been put in place such as promoting the local side with a horse raised directly in the wooded pastures without any feed supplement from abroad."
Key local assets,"The key local assets are espacially local know-how and cultural heritage, same as for the Franche-Montagne horse breed. The first traces of horse breeding in the Jura is from the 17th century. Livestock farming is also based on wooded pastures which represent the typical landscape of the franches montagnes region. "
Challenges,The main challenge comes from the existing taboo around horse meat. Many meat consumers have an emotional bond with the animal and therefore refuse to eat it. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.
Innovation,The type of innovation of this VC (Value Chain) is Endogenous. The objective is to add value to the meat of horses that are slaughtered for various reasons and to recognise the quality of this meat instead of incinerating it. The innovation is related to New products and New marketing strategies. The land use systems involved are Grassland. The local assets include Natural and social.
