title,description
Clairette de Die - Wine production targeted towards export,"The MOVING reference member state of this VC (Value Chain) is FRANCE CCVD. The reference MOVING Card ID of this VC is VC 04 FR1. Clairette de Die is a AOC sparkling white wine in 32 municipalities of the Drome Valley. In 1971, the method of production of Clairette de Die wine was officially recognised as the 'ancestral process'. Nowadays, Clairette de Die 71 644 hl of Clairette de Die are poduced each year by more than 300 operators and through large cooperative. Clairette de Die production is mainly large conventional monoculture and represents an increasing part of cultivated surfaces which present a challenge in term of biodiversity, water supply, land use and installation of new actors. However, almost 20% of Clairette de Die is organic production today, thanks to a policy of 'aid to conversion' proposed by the AOP. Clairette de Die is currently facing a structural crisis: sales decrease and production are still increasing thank to public aid for converting in organic. The crisis has been accelarated by the COVID crisis which generated a great amount of unsaled stock, namely organic wine and grapes. In terms of marketing strategy, Clairette de Die is mainly driven by large-scale distribution and export. However, it is currently facing a loss of attractivness, accelerated as well by the COVID crisis. There is a need to develop renewed marketing strategies driven towards local demand and supply chains. However, there is tensions between different visions of Clairette de Die operators."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Drome Valley. The reference mountain landscape of this VC is Drome departement. Drôme is a very diversified departement in terms of geological, natural and agricultural resources. The North-East of the territory is characterised by middle and high mountains (Pre Alps and Vercors Natural Park): agriculture is this area is mainly livestock and small diversified gardening. The South is characterized by the beginning of the Provence and the mediterranean climate, we can find there aromatic and yard large cultures. The West of the territory is characterized by plains were the Rhône and the Drôme rivers meet. Agriculture ther is mainly large cropland. Within the Drôme departement, Biovallée territority gathers 3 associations of municipalities (EPCI) - 95 muncipalities in total. It is a very preserved and diversified territory, following the Drôme River, from Pre Alps to large plains of the downvalley.In terms of organic farming, since the 1970s, this valley is a fertile land that claims to be 'the first organic territory in France'. In 2017, there were about 35% of certified organic farmers. The goal is to reach 50% of farmers and surfaces in organic in 2020."
Geography and population,The size of the area (km2) is 2200. The minimum altimetry of the LAU (Local Administrative Unit) is 50. The maximum altimetry of the LAU is 2453. The total population (in thousand) is 58.56. The population density (Inhabitants/km2) in the LAU is 42.3. The population change rate of the LAU in the last 10 years (%) has been 1%. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) has been 0.6%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 21100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 14532.49. The primary sector share of total GVA/year [Province] is 1.70%. The secondary sector share of total GVA/year [Province] is 20.30%. The tertiary sector share of total GVA/year [Province] is 77.80%. The per capita income (EUR/year) [Region] is 32799. The total Gross Value Added (GVA) (EUR million/year) [Region] is 242040. The primary sector share of total GVA/year [Region] is 1.00%. The secondary sector share of total GVA/year [Region] is 24.70%. The tertiary sector share of total GVA/year [Region] is 74.30%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 56167. The regional (Region) share of total BPs/year is 37%. The number of agricultural holdings in the LAU is 6400. The nearest settlement with population over 100000 (km) is 115. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 2.20%. The secondary sector share of total employment/year [Province] is 24.60%. The tertiary sector share of total employment/year [Province] is 71.50%. The primary sector share of total employment/year [Region] is 2.10%. The secondary sector share of total employment/year [Region] is 21.80%. The tertiary sector share of total employment/year [Region] is 76.10%.
Interest on this VC,"Clairette de Die is a natural sparkling white wine, emblematic of the Drome Valley and recognised as an AOC (appelation d'orgine controllée) and for its 'ancestral process'. With more than 300 operators, 71 644 hl of Clairette de Die are poduced each year, mostly driven toward long supply circuits and export however 20% of the Clairette de Die AOC in organic. The Clairette de die filiere needs to develop innovative processes (promotion of organic production, adaptation to water scarcity and climate change), innovative marketing strategies (local channels vs. Long supply channels and export), innovative governance system (better cooperation with new actors)."
Key local assets,"Cultural asset: Clairette de Die is an iconic product of the Drome Valley with a strong cultural value (traditional knowledge, branding, touristic asset..) Economic asset: local job, touristic activity (oenoturism). "
Challenges,"Clairette de Die is facing several challenges as sales are drawning (competition with other sparkling wines) while planted surfaces still increase: diversification of marketing strategies (wine shops, local grocery stores, restaurants, etc.), promotion of organic vintages, adaptation and organic conversion, increase of presence on local and regional markets. Due to the climatic crisis, the VC depends on regional public aids. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. No innovation. The innovation is related to the whole VC. The land use systems involved are Cropland and vineyards. The local assets include Social.
