title,description
Small scale production of high quality oils for eating and cosmetic purposes,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 08 SK. Key activities: crop production, products processing, marketing, selling. Key actors: producers and consumers. VC impact local SES by crop production in mountains."
Mountain landscape and reference chains,The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Hozelec. Hozelec is a small municipality located between two small villages Gánovce and Švábovce. There is a direct view on the High Tatras (the highest mountains in Slovakia). The district city Poprad is located 5km away.
Geography and population,The size of the area (km2) is 4. The minimum altimetry of the LAU (Local Administrative Unit) is 683. The maximum altimetry of the LAU is 805. The total population (in thousand) is 0.777. The population density (Inhabitants/km2) in the LAU is 194.14. The population change rate of the LAU in the last 10 years (%) has been -0.09%. The overall regional population density (Inhabitants/km2) is 92.02. The regional population change rate in the last 10 years (%) has been 0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7679.48. The primary sector share of total GVA/year [Province] is 2.53%. The secondary sector share of total GVA/year [Province] is 47.99%. The tertiary sector share of total GVA/year [Province] is 49.48%. The per capita income (EUR/year) [Region] is 11800. The total Gross Value Added (GVA) (EUR million/year) [Region] is 17202.16. The primary sector share of total GVA/year [Region] is 2.30%. The secondary sector share of total GVA/year [Region] is 49.09%. The tertiary sector share of total GVA/year [Region] is 48.61%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 856. The regional (Region) share of total BPs/year is 0.69%. The number of agricultural holdings in the LAU is 3515. The nearest settlement with population over 100000 (km) is 108. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 3.00%. The secondary sector share of total employment/year [Province] is 34.00%. The tertiary sector share of total employment/year [Province] is 63.00%. The primary sector share of total employment/year [Region] is 3.00%. The secondary sector share of total employment/year [Region] is 34.00%. The tertiary sector share of total employment/year [Region] is 63.00%.
Interest on this VC,"Specialized small-scale farming producing high-quality products. It is an adaptation of small farmers to the market by particular products. They cannot compete on the market with prominent producers and/or with productions located in better natural conditions for agriculture. One farm produces cold-pressed oils from Silybum marianum, Rapeseed oil, Hemp oil, Flax, and Poppy seeds. Another farm produces EU-certified organic hemp (in Východná, 775 m above sea), including manual harvesting and processing tincture. The farms have an e-shop, and products are sold in Slovakia. Production of new products in Slovak mountains is rare."
Key local assets,Local asset is a cropland for production. 
Challenges,1) niche products without long establishment on the market 2) small-scale production which may be less resiliente to economic stability. Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative.
Innovation,The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. New products comming from regional plant species. Produced for commercial purposes. An online shop is used mainly for commerce. The innovation is related to New products. The land use systems involved are Cropland. The local assets include Natural.
Concluding remarks,"LAU2: 523496, 511170, 543292."
