title,description
It is natural extra virgin olive oil obtained from Ayvalık (Edremit) olive variety,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 07 TR. In the area 85 % of olives are used for olive oil production. Harvested period of the fruit is between mid-October and mid-February. Entrepreneurs in the traditional olive producing regions are either in the high end of the value chain i.e. people from big cities trying to enjoy country life and olive culture or the merchants creating and benefiting from scale economies by organizing small-scale producers and processors. Regarding value chain actors, the Sales Cooperative Unions Marmarabirlik and Tariş are both main big players in the sector."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Edremit, Balıkesir. The reference mountain landscape of this VC is Edremit. Edremit is a city and district of Balıkesir Province in the Aegean region of Turkey. It is settled in the Mount Ida which is a mountain in northwestern Turkey. Edremit's economy relies largely on the production of olives, as well as on tourism. Edremit is known as the olive capital of Turkey. Kaz Dağı National Park, extending around the ancient Mount Ida (mentioned in Homer's epic poems such as the Iliad), is situated within the boundaries of Edremit district and is an important tourist attraction with its natural scenery and a number of picturesque small villages around it (Wikipedia,2021)."
Geography and population,The size of the area (km2) is 682. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 1767. The total population (in thousand) is 161.145. The population density (Inhabitants/km2) in the LAU is 236.2829912. The population change rate of the LAU in the last 10 years (%) has been 28.90%. The overall regional population density (Inhabitants/km2) is 68.7. The regional population change rate in the last 10 years (%) has been 8.60%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 6800. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7377.6. The primary sector share of total GVA/year [Province] is 12.90%. The secondary sector share of total GVA/year [Province] is 44.70%. The tertiary sector share of total GVA/year [Province] is 50.10%. The per capita income (EUR/year) [Region] is 7400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 11824.18. The primary sector share of total GVA/year [Region] is 14.70%. The secondary sector share of total GVA/year [Region] is 43.60%. The tertiary sector share of total GVA/year [Region] is 47.10%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 40805. The regional (Region) share of total BPs/year is 64.00%. The number of agricultural holdings in the LAU is 42000. The nearest settlement with population over 100000 (km) is 87. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is low. The secondary sector share of total employment/year [Province] is medium. The tertiary sector share of total employment/year [Province] is high. The primary sector share of total employment/year [Region] is 27.50%. The secondary sector share of total employment/year [Region] is 19.40%. The tertiary sector share of total employment/year [Region] is 53.10%.
Interest on this VC,"Olive trees, a special and valuable type, are grown in south part of Mount IDA which is convenient to climatic conditions. It takes its distinctive features from the geographical structure and climate of this region and its unique elements such as soil structure. North Aegean olive oils are high priced in the market due to their special organoleptic qualities. North Aegean olive oil is an aromatic virgin olive oil that has Geographical indication(GI). GIs are used for rural development (structuring of supply chain around product reputation, formation of stable and higher product prices, value creation in all stages of supply chain, improvement of regional tourism etc.) as well as preserving regional knowledge, knowhow and culture."
Key local assets,The Aegean region is an important area for olive production with the North and South Aegean regions producing around 60 65 % of the total amount of olive oil manufactured in Turkey. North Aegean olive oils obtained from Ayvalik cultivar have received the registered geographical indication. The unique climate and natural resources ensure in the region for olive trees development. 
Challenges,"The sector faces challenges specific to agricultural and food sectors, such as climate change. High periodicity, high production costs, existence of informal olive oil production in the sector are the main problems. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The production of chestnut candy is done in a traditional way. But in the last years, chestnuts cultivation system was changed ( improvement of rural economy by leasing the bare-degraded (unproductive) forest and treasure land ). Most farmers abandon picking up chestnut naturally because of chestnut blight. Instead of picking up chestnuts in the forest, farmers have started to establish chestnut orchards. Marketing strategies are changed from traditional to modern ( e-commerce). The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural and cultural."
Concluding remarks,"Olive oil is included in other MRLs in the Member State such as France, Greece, Italy, Spain. Turkey is a significant producer in the world olive and olive oil sector. Turkey, compared to leader producer countries such as Spain and Italy, is at the low end of the global olive oil value chain with high share of bulk olive oil exports and low share of high value added, branded exports."
