title,description
Living Countryhouse - farm museum,"The MOVING reference member state of this VC (Value Chain) is HUNGARY. The reference MOVING Card ID of this VC is VC 21 HU. This is a community of young people from the city, whose main area of expertise is ethnography. They work together with the local community to renovate an old farmhouse with old local technologies. All of this will be the subject of a community-based exhibition on the history of the place and the agricultural past. The aim is to protect, transform and pass on traditional values and to contribute to the creation of a local sustainable knowledge and value-based community."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Börzsöny Mountain. The reference mountain landscape of this VC is Kóspallag. The village of Kóspallag is located in the northern part of Pest county, in the Szobi district. The nearest larger town (Vác) is 23 km away and the capital is 65 km away. The settlement is located in Börzsöny, in the Kóspallag basin, surrounded by mountains. The area of the settlement belongs to the Danube-Ipoly National Park."
Geography and population,The size of the area (km2) is 13. The minimum altimetry of the LAU (Local Administrative Unit) is 440. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 0.733. The population density (Inhabitants/km2) in the LAU is 56.38. The population change rate of the LAU in the last 10 years (%) has been -0.08%. The overall regional population density (Inhabitants/km2) is 437.65. The regional population change rate in the last 10 years (%) has been 0.03%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 15339. The total Gross Value Added (GVA) (EUR million/year) [Province] is 13000. The primary sector share of total GVA/year [Province] is 2.34%. The secondary sector share of total GVA/year [Province] is 21.60%. The tertiary sector share of total GVA/year [Province] is 76.06%. The per capita income (EUR/year) [Region] is 69432. The total Gross Value Added (GVA) (EUR million/year) [Region] is 58846. The primary sector share of total GVA/year [Region] is 0.66%. The secondary sector share of total GVA/year [Region] is 11.87%. The tertiary sector share of total GVA/year [Region] is 87.47%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 29.1. The regional (Region) share of total BPs/year is 37.45%. The number of agricultural holdings in the LAU is 78. The nearest settlement with population over 100000 (km) is 23. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 1.19%. The secondary sector share of total employment/year [Province] is 22.01%. The tertiary sector share of total employment/year [Province] is 76.80%. The primary sector share of total employment/year [Region] is 1.19%. The secondary sector share of total employment/year [Region] is 22.01%. The tertiary sector share of total employment/year [Region] is 76.80%.
Interest on this VC,"The 'Living Country House' preserves, re-creates and demonstrates traditional agricultural and rural lifestyle knowledge to the young urban generation. It also combines traditional knowledge with modern technology. It connects the younger generation with the older one, urban dwellers with rural ones, inmigrants with locals making bridges amongst all these. The initiative is implemented in a partnership with the active participation of local associations, external institutions (various universities), individuals and the local authority. Strengthening the community and making resilience, empowerment. The tool of gathering local agro-knowledge is to conduct interviews (with local seniors) - interest in them positively affects them and helps networking and embedding."
Key local assets,"They research local knowledge (cognitive, practical, situational). Learning from locals results empowernment. Nature is also used (mushroom hiking, local fruit trees). "
Challenges,"The issue of house ownership - currently private property. The difference between the worldviews of recent inmigrants and indigenous residents, throughout community planning. e.g. there is a split in terms of production methods and the ecological point of view. Finding resources for the conservation and development of the house and the exhibition, and latter to maintain activities in the house. Involving local people widely in the project. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The VC works with community planning, which is endogenous, but there are also many external connections, external help (researchers, experts). The VC adds the past to the present, explores, preserves, recreates and makes available knowledge of traditional agricultural technology and lifestyle for the present and future generations. The physical space uses past agro-knowledge to help sensitize and change attitudes to social and ecological problems. The innovation is related to New governance systems. The land use systems involved are Forestry and Natural land. The local assets include Natural, social and cultural."
