title,description
'Allesmassiv' carpentry,"The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 29 CH1. This is an example of an innovative small local carpentry in Tenna, Grisons using only local wood and producing traditional as well as modern furniture and other wood products. The production is in the area of a nature park and is sold with a corresponding label."
Mountain landscape and reference chains,The reference mountain chain of this VC is unspecified. The reference mountain landscape of this VC is unspecified.
Geography and population,The size of the area (km2) is unspecified. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is unspecified. The population density (Inhabitants/km2) in the LAU is unspecified. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) is unspecified.
Income and gross value added,The average per capita income (EUR/year) [Province] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Province] is unspecified. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Region] is unspecified. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is unspecified. The nearest settlement with population over 100000 (km) is unspecified.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is unspecified. The secondary sector share of total employment/year [Region] is unspecified. The tertiary sector share of total employment/year [Region] is unspecified.
Interest on this VC,"innovative, on trend carpentry that keeps the traditional practices alive, high quality but affordable. important for many other VCs also, as there is a lot of practical knowledge here that is needed in infrastructure building etc."
Challenges,threatened by cheap imported materials. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. uses traditional materials and practices, but makes modern products, e.g. trendy furniture. The innovation is related to New products. The land use systems involved are Forestry. The local assets include Natural, social and cultural."
Concluding remarks,Similar carpentries are present all over the alps.
