title,description
Dairy industry,"The MOVING reference member state of this VC (Value Chain) is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 46 IT. A large family of 2,300 mountain farmers and 470 employees it s our mission to uphold the South Tyrolean dairy industry and produce high-quality products. A cooperative that is spead years after years from the 1962."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Eastern Alps. The reference mountain landscape of this VC is Bolzano. Bolzano is an Italian municipality, capital of the autonomous province of the same name in Trentino-Alto Adige region in the extreme North of Italy. The town is surrounded by three mountains and crossed by a stream. Bolzano has a good industrial activity; in the countryside of the periphery there is a high quality agricultural activity (apples, grapes). In addition to tourism (cultural, business and excursion) which is also very important."
Geography and population,The size of the area (km2) is 52.29. The minimum altimetry of the LAU (Local Administrative Unit) is 232. The maximum altimetry of the LAU is 1616. The total population (in thousand) is 107.843. The population density (Inhabitants/km2) in the LAU is 2062.4. The population change rate of the LAU in the last 10 years (%) has been 6.44%. The overall regional population density (Inhabitants/km2) is 78.81. The regional population change rate in the last 10 years (%) has been 5.68%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 47100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 22400.5. The primary sector share of total GVA/year [Province] is 5.30%. The secondary sector share of total GVA/year [Province] is 22.36%. The tertiary sector share of total GVA/year [Province] is 72.34%. The per capita income (EUR/year) [Region] is 47100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 22400.5. The primary sector share of total GVA/year [Region] is 5.30%. The secondary sector share of total GVA/year [Region] is 22.36%. The tertiary sector share of total GVA/year [Region] is 72.34%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 3976. The regional (Region) share of total BPs/year is 1.74%. The number of agricultural holdings in the LAU is 480. The nearest settlement with population over 100000 (km) is 0. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 6.72%. The secondary sector share of total employment/year [Province] is 20.33%. The tertiary sector share of total employment/year [Province] is 72.95%. The primary sector share of total employment/year [Region] is 6.72%. The secondary sector share of total employment/year [Region] is 20.33%. The tertiary sector share of total employment/year [Region] is 72.95%.
Interest on this VC,"Mila garantee a secured continuity of mountain farming, with quality products to the best possible milk price: the net profit of the cooperative is paid out to our farmers. Mila is a very important cooperative that take care to the producer of milk in mountain."
Key local assets,"Working in harmony with nature, the good of the animals and the considerate handling of resources is an important concern for Mila. "
Challenges,The market of dairy products is very competitive due to the presence of a wide number of producers. Product and process innovation is relevant for competitiveness. Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. The cooperative Mila was the first producer of SKYR in Italy. The recipe for SKYR stems originally from Iceland. SKYR is a dairy specialty, made with selected ingredients and 100% hay milk from the South Tyrolean mountains, full of proteins and low in fat. The innovation is related to New products. The land use systems involved are Grassland. The local assets include Natural."
