title,description
The rural butchery,The MOVING reference member state of this VC (Value Chain) is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 18 IT. In 1985 the Savigni started a butcher's shop and after a short time they realized that it was necessary to open a farm in order to have quality meat. In 2004 a cured meat factory was also created with the idea of having a controlled supply chain.
Mountain landscape and reference chains,The reference mountain chain of this VC is Northern Apennines - Tuscan Emilian Apennines. The reference mountain landscape of this VC is Sambuca Pistoiese. Sambuca Pistoiese is a town and comune of Pistoia province in the Italian region of Tuscany. It is located 26 km North of chief city of Pistoia.
Geography and population,The size of the area (km2) is 77.25. The minimum altimetry of the LAU (Local Administrative Unit) is 372. The maximum altimetry of the LAU is 1318. The total population (in thousand) is 1.514. The population density (Inhabitants/km2) in the LAU is 19.59. The population change rate of the LAU in the last 10 years (%) has been -14.81%. The overall regional population density (Inhabitants/km2) is 160.64. The regional population change rate in the last 10 years (%) has been 0.48%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 26500. The total Gross Value Added (GVA) (EUR million/year) [Province] is 6931.1. The primary sector share of total GVA/year [Province] is 8.35%. The secondary sector share of total GVA/year [Province] is 22.51%. The tertiary sector share of total GVA/year [Province] is 69.14%. The per capita income (EUR/year) [Region] is 31400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 105293.3. The primary sector share of total GVA/year [Region] is 2.38%. The secondary sector share of total GVA/year [Region] is 25.06%. The tertiary sector share of total GVA/year [Region] is 72.56%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 31. The regional (Region) share of total BPs/year is 0.01%. The number of agricultural holdings in the LAU is 130. The nearest settlement with population over 100000 (km) is 45. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.28%. The secondary sector share of total employment/year [Province] is 25.63%. The tertiary sector share of total employment/year [Province] is 70.09%. The primary sector share of total employment/year [Region] is 3.03%. The secondary sector share of total employment/year [Region] is 25.57%. The tertiary sector share of total employment/year [Region] is 71.22%.
Interest on this VC,The certificates obtained by Savigni familly are the following: Certifications: Bollo IT 9-3467/L IT R152E CE ANAS (National Association Pig Farmers) Japan Export (Ministry of Health) BioAgriCert (Certification Body / Organic Control) Products Guarantee AIAB (Certification Body / Organic Control) INEQ (Quality North-East Institute / Body PDO Control Cinta Senese) TUV (German Certification Body ISO 9001/08) quality consortium Consorzio Tutela of Cinta Senese Quality Consortium Consorzio Tutela Finocchiona PGI Finocchiona PGI (Certification Body INeQ Quality North-East Institute) Vitellone Bianco dell Appennino Centrale PGI Chianina beef (Certification Body 3A-PTA Umbria Agri-food Technology Park). The great number of certifications and the collaboration with other farms of the territories.
Key local assets,"The environment is essential. The Savigni family works in an authentic setting: the passing of the seasons, the good water of Porretta and the clear one of the Suviana Lake. The closed cycle of production of the Savigni takes place mainly outdoors, because those animals put out to pastures in a wild state are healthier and guarantee a better quality of meat. "
Challenges,"The main challenge is to maintain a high quality supply ,using only local animal ,with an increasing international market demand. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Innovative."
Innovation,The type of innovation of this VC (Value Chain) is Endogenous. The innovation was to belive in the organic farm when nobody take care to it and to consider the certificatin not just as a sort of brand but as the possibility to enter in new and qualified market. The innovation is related to New marketing strategies. The land use systems involved are Forestry. The local assets include Natural.
