title,description
Fresh Fruit (Apple),"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 04 TR. The most common marketing channels used by apple farmers are brokers, traders, exporters and fruit juice companies. The supermarket retailers are used moderately in product sales. The direct to consumer sales are low. The prevalence of diseases and pests in the region reduces the quality of the product. Diseases and pests cause the appeal of the product to deteriorate. This negatively affects the demand of the product. The decrease in the market demand for the product causes the prices to decrease. The apple producers in the region do not have a farming organization. Despite these negativities, it can be considered as a positive development that the farmers continue to produce apples traditionally."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Bey mountains, Antalya. The reference mountain landscape of this VC is Elmalı. Elmalı is a town and district in Antalya Province, the Mediterranean region of Turkey. It lies about 35 km (22 mil) inland, near the town of Korkuteli and 110 km (68 mil) west of the city of Antalya. In 2020, the population for the whole district was 39365. Elmalı is a small plateau at the head of a long upland valley in the Beydağları range of the western Taurus Mountains, surrounded by high peaks including the 2500m Elmalı Mountain. Aside from the town of Elmalı, the district includes two other small towns (Akçay and Yuva) as well as villages. The area is watered by streams running off the mountains. Although close to the Mediterranean, Elmalı is high in the mountains and has an inland climate of cold winters and hot summers, (although still much cooler than the coast). Near to Lake Avlan there is an area of cedar forest, rare in Turkey (Wikipedia,2021)."
Geography and population,The size of the area (km2) is 1658. The minimum altimetry of the LAU (Local Administrative Unit) is 1150. The maximum altimetry of the LAU is 2503. The total population (in thousand) is 39.365. The population density (Inhabitants/km2) in the LAU is 23.74. The population change rate of the LAU in the last 10 years (%) has been 4.26%. The overall regional population density (Inhabitants/km2) is 89.5. The regional population change rate in the last 10 years (%) has been 21.23%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 9553.01. The total Gross Value Added (GVA) (EUR million/year) [Province] is 22425.1. The primary sector share of total GVA/year [Province] is 8.20%. The secondary sector share of total GVA/year [Province] is 19.30%. The tertiary sector share of total GVA/year [Province] is 69.00%. The per capita income (EUR/year) [Region] is 8881.82. The total Gross Value Added (GVA) (EUR million/year) [Region] is 25421.01. The primary sector share of total GVA/year [Region] is 9.80%. The secondary sector share of total GVA/year [Region] is 21.30%. The tertiary sector share of total GVA/year [Region] is 66.50%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 599838. The regional (Region) share of total BPs/year is 98.70%. The number of agricultural holdings in the LAU is 39533. The nearest settlement with population over 100000 (km) is 110. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is Medium. The secondary sector share of total employment/year [Province] is Low. The tertiary sector share of total employment/year [Province] is High. The primary sector share of total employment/year [Region] is 17.30%. The secondary sector share of total employment/year [Region] is 14.20%. The tertiary sector share of total employment/year [Region] is 68.40%.
Interest on this VC,"Elmalı is an important district in apple production in the Bey mountains and the district takes its name from that product (literally apple-town). According to data for 2020 released by the Turkish Statistical Institute (TurkStat), in Elmalı, which covers 13.18 % of national apple production (4300386 tons), 566668 tons of apples are produced. The most widely cultivated varieties in Elmalı are Starking, Golden, Gala, and Granny Smith. The most grown apple variety is Starking. The Starking Apple production in Turkey was 1675197 tons in 2020. 26.86% of the Starking apples produced in Turkey (449980 tonnes) was produced in Elmalı district (TukStat, 2020). 90% of the farmers dealing with apple cultivation in Elmalı district are smallholder farms."
Key local assets,"Natural: The total area under Apple cultivation in Elmalı is 9800 hectares. The average farm size per household is between 0.7 and 0.8 hectares. Apples are grown in orchards. Social: Apples have been cultivated for a long time in Elmalı. 90% of apple growers are smallholder farms. Apples cultivation has been extended by community interactions. Cultural: Apples are traditionally produced in the Elmalı. For this reason, it fully fits the definition of cultural heritage. Apple cultivation is transferred from families to children as a cultural heritage. "
Challenges,"The three most important challenges faced by producers in apple production are, respectively, the high number of diseases, the difficulty of finding market outlets and the high input costs. Due to the high number of diseases in apple cultivation, productivity is low. Climate change also has an effect on low productivity. Especially the negative impact of drought on apple production is mentioned. Since apple producers have problems in finding market outlets, the produced apple cannot be sold at high prices. In addition, it is emphasized that the family labour is insufficient in apple producing family farms. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural, social and cultural."
Concluding remarks,"One of the value chains that includes Apple is available in Switzerland's MRL. However, apple value chain in Turkey differs from the value chain in Switzerland. The value chain in Switzerland includes the preservation and promotion of old high-stemmed apple varieties. Apple value chain in Turkey includes traditional apple cultivation."
