title,description
Fresh Fruit (Pears): Korkuteli Karyağdı Pear,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 06 TR. The leading marketing channels of Karyağdı Pear used by the farmers are local merchants, followed by non-local merchants and companies. It is seen that they do not sell to the supermarket retailers. However, other retailers are used moderately in product sales. It is seen that the farmers also sell pears directly to the hotels since it is in the tourism region of Korkuteli. However, direct sales are very low. One of the marketing channels used less frequently by the farmers is the brokers in the wholesale market. Although Karyağdı Pear is a quality product, there is no awareness regarding the product. In other words, there are problems in generating demand. In 2018, a geographical indication certificate was obtained for Karyağdı Pear. It is expected that the geographical indication will help increase the demand of Karyağdı Pear. However, some initiatives are needed to increase the demand for the product. In addition, it is observed that Karyağdı Pear producers do not have a farmer organization."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Bey mountains, Antalya. The reference mountain landscape of this VC is Korkuteli. Korkuteli is a district of Antalya Province in the Mediterranean region of Turkey, 56 km (35 mi) north-west of the city of Antalya.Korkuteli is an area of small plains and hills in the Bey Dağları, the western range of the Taurus Mountains, overlooking the Mediterranean sea. There are two distinct geographical areas of Korkuteli, of equal size: the lowland area nearer the coast has a hot Mediterranean climate, while the larger area of lakes higher up is cooler and less humid. The high country is covered with pine forest, while the lowland is used for agriculture; crops include grains, pulses and vegetable oil-seeds. There are trout in Korkuteli reservoir and other small lakes (Wikipedia,2021)."
Geography and population,The size of the area (km2) is 2471. The minimum altimetry of the LAU (Local Administrative Unit) is 1020. The maximum altimetry of the LAU is 2000. The total population (in thousand) is 55.588. The population density (Inhabitants/km2) in the LAU is 22.5. The population change rate of the LAU in the last 10 years (%) has been 10.23%. The overall regional population density (Inhabitants/km2) is 89.5. The regional population change rate in the last 10 years (%) has been 21.23%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 9553.01. The total Gross Value Added (GVA) (EUR million/year) [Province] is 22425.1. The primary sector share of total GVA/year [Province] is 8.20%. The secondary sector share of total GVA/year [Province] is 19.30%. The tertiary sector share of total GVA/year [Province] is 69.00%. The per capita income (EUR/year) [Region] is 8881.82. The total Gross Value Added (GVA) (EUR million/year) [Region] is 25421.01. The primary sector share of total GVA/year [Region] is 9.80%. The secondary sector share of total GVA/year [Region] is 21.30%. The tertiary sector share of total GVA/year [Region] is 66.50%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 599838. The regional (Region) share of total BPs/year is 98.70%. The number of agricultural holdings in the LAU is 39533. The nearest settlement with population over 100000 (km) is 60. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is Medium. The secondary sector share of total employment/year [Province] is Low. The tertiary sector share of total employment/year [Province] is High. The primary sector share of total employment/year [Region] is 17.30%. The secondary sector share of total employment/year [Region] is 14.20%. The tertiary sector share of total employment/year [Region] is 68.40%.
Interest on this VC,"Korkuteli Karyağdı Pear is grown in Antalya-Korkuteli district at an altitude range of 844 to 1010 m. Geographical Indication (GI) was obtained for Korkuteli Karyağdı Pear in 2018 (https://www.ci.gov.tr/cografi-isaretler/detay/38437). The most important distinguishing feature of Korkuteli Karyağdı Pear from other pear varieties is the absence of a sandy structure around the core. Another distinctive feature is that high productivity can be obtained without the need for any kind of pollinator. Approximately 11% of the pear production in Turkey (59405 tonnes) is produced in Korkuteli district (TurkStat, 2020)."
Key local assets,"Natural: Karyağdı Pear is grown in an area of 2000 hectares in Korkuteli. Average farm size per household is 1 hectare. Karyağdı Pear is grown in orchards. Social: It is known that Korkuteli Karyağdı Pear has been produced since the 1950s and that there are pear trees over 65 years old in Korkuteli. Social interaction has a great effect on the growing of Karyağdı Pear farms in the region. Currently, the number of farmers dealing with Karyağdı pear cultivation in the region is 550. "
Challenges,"Korkuteli Karyağdı Pear producers have three major challenges. These are climate change, insufficient market demand and low product price. The biological balance in the region has been adversely affected due to climate change. For this reason, the pest population has increased in the region. Although Korkuteli Karyağdı Pear is a very high quality and special product, this product is less known in the market. In other words, market recognition of the product is poor. Therefore, the demand of Korkuteli Karyağdı Pear in the market is insufficient. This causes the product to be offered to the market at low prices. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Cropland. The local assets include Natural and social.
Concluding remarks,The VC is not present in other MRLs in the Member State. This value chain is only available in Turkey's MRLs list.
