title,description
"Mantecados de Rute, Traditional Christmas cakes made mainly from lard","The MOVING reference member state of this VC (Value Chain) is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 44 ES. Rute's mantecados and polvorones enjoy prestige in the region, articulate a relevant local production cluster and generate several hundred seasonal jobs each year. The brand gives a reputation to the municipality, and there is an excellent public-private collaboration capable of supporting the sector. Collaboration with other food sectors of the municipality and related cultural and tourist activity complete an original scenario, even though the raw material comes mostly from different geographical areas."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Betic Systems. The reference mountain landscape of this VC is Rute. The municipality of Rute occupies the southern part of the mountainous area of the Subbética Cordobesa and descends to the foothills occupied by olive groves. The value chain connects with local traditions, although the raw materials do not come from the area. However, they represent an important value in cultural, socio-economic terms and as a territorial brand."
Geography and population,The size of the area (km2) is 131.87. The minimum altimetry of the LAU (Local Administrative Unit) is 400. The maximum altimetry of the LAU is 1200. The total population (in thousand) is 9.898. The population density (Inhabitants/km2) in the LAU is 75. The population change rate of the LAU in the last 10 years (%) has been -0.06%. The overall regional population density (Inhabitants/km2) is 97. The regional population change rate in the last 10 years (%) has been -0.01%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 11765.7. The total Gross Value Added (GVA) (EUR million/year) [Province] is 13153.1. The primary sector share of total GVA/year [Province] is 10.50%. The secondary sector share of total GVA/year [Province] is 17.61%. The tertiary sector share of total GVA/year [Province] is 71.89%. The per capita income (EUR/year) [Region] is 16409.45. The total Gross Value Added (GVA) (EUR million/year) [Region] is 150440. The primary sector share of total GVA/year [Region] is 6.53%. The secondary sector share of total GVA/year [Region] is 20.01%. The tertiary sector share of total GVA/year [Region] is 73.46%.
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 407. The regional (Region) share of total BPs/year is 0,07%. The number of agricultural holdings in the LAU is 983. The nearest settlement with population over 100000 (km) is 0. In this region protected areas are present."
Employment,The primary sector share of total employment/year [Province] is 12.90%. The secondary sector share of total employment/year [Province] is 20.62%. The tertiary sector share of total employment/year [Province] is 66.48%. The primary sector share of total employment/year [Region] is 9.44%. The secondary sector share of total employment/year [Region] is 16.41%. The tertiary sector share of total employment/year [Region] is 74.15%.
Interest on this VC,"Since the middle of the 20th century, a flourishing value chain dedicated to the production of mantecados has been consolidated. The three main bakeries employ more than three hundred people, many of them women. The production of vegan sweets and vegetable fats is an increasingly prominent line of business. Simultaneously, the innovative proposal of artistic chocolate representations, the opening of exhibition spaces and points of sale and the collaboration with other sectors (liquors and hams) attract almost 100,000 visitors to the town in the run-up to Christmas."
Key local assets,"The wide range of products uses ingredients such as lard, almonds, sugar, and flour. Most of the raw material is acquired outside the place of production. The traditional productive spaces have been joined by museums and shops that, together with other sites, generate a thematic park of Christmas products. "
Challenges,"Diet changes aimed at reducing animal fats and sugar consumption have led to changes in production and the appearance of new products, trying to keep a consumer offer linked to a traditional holiday such as Christmas competitive. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Breaking the seasonality of production is another great challenge. The diversification of the offer and the appearance of new services are considered useful tools for this challenge. The innovation is related to New products and New marketing strategies. The land use systems involved are The value chain connects with sites and resources of socio-cultural and economic value but not with use and productions based on the natural territory itself. The local assets include Natural, social and cultural."
Concluding remarks,"Other regional geographical areas, such as Estepa or Antequera, have special recognition in the production of Christmas sweets, although they compete with an increasingly broad and demanding pastry offer."
