title,description
Processed timber (saw mils and wood products) from domestic production,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 11 SK. Key activities: wood buying, wood processing, processed wood seling Key actors: foresters, wood processors, purchasers of the wood products. Positive impact on local and regional SES is in employment, added value to local economy. The VC depends on local and regional forests."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Makov. Makov (Čadca district) includes highlands and mountains, and the local landscape is aesthetically attractive. the municipality located on the border with Czech Republic and Poland in the Protected Landscape Area Kysuce. There are multiple touristic accomodations, hiking and cycling trails, three skiareals, and cross-coutry skiing trails."
Geography and population,The size of the area (km2) is 46.05. The minimum altimetry of the LAU (Local Administrative Unit) is 583. The maximum altimetry of the LAU is 1070. The total population (in thousand) is 1.719. The population density (Inhabitants/km2) in the LAU is 37.33. The population change rate of the LAU in the last 10 years (%) has been -0.09%. The overall regional population density (Inhabitants/km2) is 102.4. The regional population change rate in the last 10 years (%) has been -0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 14100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8774.7. The primary sector share of total GVA/year [Province] is 1.20%. The secondary sector share of total GVA/year [Province] is 49.83%. The tertiary sector share of total GVA/year [Province] is 48.97%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1168. The regional (Region) share of total BPs/year is 0.64%. The number of agricultural holdings in the LAU is 4122. The nearest settlement with population over 100000 (km) is 70.3. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.
Interest on this VC,"Forests cover around forty percent of Slovakia, having mainly wood production function. Processing wood locally contributes to the added value of the Slovak economy and employment. The association of wood processors has an intention to process wood from Slovak forests in the country."
Key local assets,Natural asset are forests with wood production function. Social assets are interactions between Slovak foresters and wood processors. 
Challenges,"1) Slovakia currently exports a relatively large amount of unprocessed timber to foreign countries 2) At the processing enterprises, the Slovak wood competes with cheaper imported timber. Moreover, the multinational wood processing companies move from Slovakia to cheaper countries. 3) The number of employed people in the sawmills and furniture industry has been decreasing. Employment in the wood processing sector is not attractive for young people. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to New governance systems. The land use systems involved are Forestry. The local assets include Natural and social.
Concluding remarks,"VC is present present in all mountain NUTS3 in Slovakia: SK 022, SK 031, SK 032, SK 041, SK 042."
