title,description
"Potatoes grown in high altitudes, known by their quality","The MOVING reference member state of this VC (Value Chain) is SERBIA. The reference MOVING Card ID of this VC is VC 04 SER. Potatoes are grown mostly by small famer households. The land plots are small (reparceling was not implemented), growing is extensive, therefore yields are small (up to 10t/ha). There are several bigger companies that are subcontracting farmers for production, but many individual households also produce potatoes and sell them on the green markets or through the direct sale. Companies sell potatoes at the retailer stores, and/or export them to the region."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Western Serbia, Dinaric Alps region. The reference mountain landscape of this VC is Ivanjica. Ivanjica is mountainous municipality with the highest pick at 1833m. The area is part of the Mountain Golija (Dinaric mountains) which is protected Natural Park. Almost 50% of the area is under the forests, from deciduous forest to conifer forests. The area is rich in rivers and water. Rivers are mountainous rivers with, habitat of many different river fish / interesting for sport fishing. Many wild animals live in the area of Ivanjica/Golija mountain forests, some of them endangered. The area is bordering with Bosnia and Herzegovina. Due to its specific climate, it is well known as European climate spa - favourable for specific rehabilitation. Besides potatoes, the area is known by raspberries and livestock husbandry. Beekeeping and NTFP are also present in the area. Ivanjica is much known for its cultural assets, as well as on comedy festival, existing for more than 50 years. There are many natural monuments and churches in the area."
Geography and population,The size of the area (km2) is 1090. The minimum altimetry of the LAU (Local Administrative Unit) is 468. The maximum altimetry of the LAU is 1833. The total population (in thousand) is 29.49. The population density (Inhabitants/km2) in the LAU is 27.06. The population change rate of the LAU in the last 10 years (%) has been -8.39%. The overall regional population density (Inhabitants/km2) is 72. The regional population change rate in the last 10 years (%) has been -6.53%.
Income and gross value added,The average per capita income (EUR/year) [Province] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Province] is 906.33. The primary sector share of total GVA/year [Province] is 12.90%. The secondary sector share of total GVA/year [Province] is 34.04%. The tertiary sector share of total GVA/year [Province] is 53.07%. The per capita income (EUR/year) [Region] is 546.68. The total Gross Value Added (GVA) (EUR million/year) [Region] is 6880.31. The primary sector share of total GVA/year [Region] is 10.20%. The secondary sector share of total GVA/year [Region] is 36.86%. The tertiary sector share of total GVA/year [Region] is 52.94%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 78618. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 6697. The nearest settlement with population over 100000 (km) is 123. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.67%. The secondary sector share of total employment/year [Province] is 31.55%. The tertiary sector share of total employment/year [Province] is 63.79%. The primary sector share of total employment/year [Region] is 7.70%. The secondary sector share of total employment/year [Region] is 37.20%. The tertiary sector share of total employment/year [Region] is 55.10%.
Interest on this VC,"Ivanjica potatoes (Ivanjiski krompir) are PDO registered product at Serbian level (Protected Designation of Origin). This potato has a long tradition of production and very high reputation in Serbia, as well as in the region. The territory is spread over 8 municipalities (LAU1 level) including two NUTS3 regions, but the central municipality of production is Ivanjica (LAU1), while surrounding municipalities have just parts of their territory under this production (bordering with Ivanjica municipality). It has a very long tradition of growing in this area / since the end of 19th century, when one of the major products for market were potatoes. Family farming is prevailing. According to the last Agricultural census conducted in 2012 in Serbia, 4.356,67 ha, this makes around 17% of the total prodcution of the potatoes in Serbia. Municipality of Ivanjica is part of Golija Mountain, which is protected as Natural Park (IUCN Ib protection), with its highest peak at 1.833m. Additionally at the territory of Ivanjica there is also protected Landscape of outstanding feature Mali Rzav (spring of river Rzav). Raspberry growing and forestry are also very important VCs in the area. Ivanjica is also known by the prefabricated houses, built from the good quality wood from the area. Climate of the region is humid continental with long and strong winter and hot and short summer. Ivanjica potatoes are very important for the area, as they are mainly produced by family farming households. Current situation is not favourable for the production, and it affect the quantities produced for a longer period. Import of potatoes from other countries brings the necessity to differentiate this product from the imported ones. This can be done by new marketing strategies, labelling, initiating organic production, etc."
Key local assets,"Due to specific climate conditions, Ivanjica is exclusive European climate spa, with Institute for specific rehabilitation. The area is rich in mountainous rivers full with fish, making the area interesting for sport fishing. Landscapes and scenery are beautiful, attracting tourists, and that should be preserved. The area is full with minerals and possibilities for mining (antimony, craft stones, specific stones used for roofs, etc.). Almost 50% of the area is under forests, rich in non-forest products and wild animals, some of them are endangered species. "
Challenges,"Prices of potatoes were very low in 2020, causing big quantities of potatoes in stock at the end of the season. Producers are facing problems due to the bad year, with additional burden of this remaining stocks. Areas under potatoes are reducing, and it can be expected that this trend will continue. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. Certification of the Ivanjica potatoes as protected designation origin, and marekting under this label should bring added value and differentiation on the markets, both on national and international (especially if the product would be protected at EU level at the later stage). The innovation is related to New marketing strategies and New governance systems. The land use systems involved are Cropland, Grassland, Forestry and Natural land. The local assets include Natural, social, cultural and Natural park and protected landscape of outstanding feature."
Concluding remarks,"Potatoes are produced in oder mountain regions too, but Ivanjica potatoes have the highest reputation among customers, due to its high quality and taste."
