title,description
'Di Iorio' is a old (by 1750) artisanal confectionery in Southern Italy specialized in nougat production,The MOVING reference member state of this VC (Value Chain) is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 35 IT. The Di Iorio family is at the heart of the VC that connects several SESs to supply raw materials traditionally used in traditional desserts. The company has several certificates and awards confirming the quality of its products. The impact on the local SES appears important but not particularly relevant. The factory has no certification like the denomination of product origin (DPO) or traditional agricultural product (TAP).
Mountain landscape and reference chains,"The reference mountain chain of this VC is Southern Apennines - Campanian Apennines. The reference mountain landscape of this VC is Pietradefusi. Pietradefusi is an old Italian municipality in Avellino province, in the Southern Italian region of Campania. Apparently the area has been inhabited since the 5th century BC. Here is the house of the Mountain Community of Medio Calore (an institution coordinating policies of mountain municipalities). The town is located about 75 Km Eastern of Naples and 20 Km North of cheif city Avellino. The Northern part of the municipality is made up of the Piana di Vertecchia where there are many farms."
Geography and population,The size of the area (km2) is 9.24. The minimum altimetry of the LAU (Local Administrative Unit) is 245. The maximum altimetry of the LAU is 582. The total population (in thousand) is 2.122. The population density (Inhabitants/km2) in the LAU is 229.65. The population change rate of the LAU in the last 10 years (%) has been -10.12%. The overall regional population density (Inhabitants/km2) is 417.83. The regional population change rate in the last 10 years (%) has been -0.90%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 18800. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7094. The primary sector share of total GVA/year [Province] is 3.31%. The secondary sector share of total GVA/year [Province] is 22.77%. The tertiary sector share of total GVA/year [Province] is 73.92%. The per capita income (EUR/year) [Region] is 18700. The total Gross Value Added (GVA) (EUR million/year) [Region] is 97880.3. The primary sector share of total GVA/year [Region] is 2.33%. The secondary sector share of total GVA/year [Region] is 17.86%. The tertiary sector share of total GVA/year [Region] is 79.81%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 60. The regional (Region) share of total BPs/year is 0.02%. The number of agricultural holdings in the LAU is 152. The nearest settlement with population over 100000 (km) is 73. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 5.37%. The secondary sector share of total employment/year [Province] is 24.33%. The tertiary sector share of total employment/year [Province] is 70.30%. The primary sector share of total employment/year [Region] is 3.74%. The secondary sector share of total employment/year [Region] is 19.51%. The tertiary sector share of total employment/year [Region] is 76.75%.
Interest on this VC,"'Federico Di Iorio' produces high quality confectioneries using traditional recipes but also adding, in some cases, new ingredients. This artisanal factory received several prestigious awards in international trade fairs since the early 1900s (Milan, 1911; Belgium 1923; London, 1925: Brussels, 1939). In 2021 the 'Federico Di Iorio' company won the silver medal in the 'Innovative Easter Dove Bread' category at the national competition 'Miglior colomba d Italia 2021'. In that occasion, it was proposed an Easter dove bread made with a dough of 8 cereal flour types and filled with pineapple and chocolate. 'Di Iorio' produces different kinds of confectioneries, and the line 'Vecchia maniera' (the old-fashioned way production) is made with the traditional recipes and only Italian root materials (almonds, sugar, flour, butter, etc.). In the SES, the production of nougat is traditional. However, the 'Di Iorio' factory has diversified its production with other conventional Italian confectionery products and innovated the products more in line with consumers' needs and interests. The company has also invested in online commerce. They stress high-quality productions and their awards."
Key local assets,"Gastronomic and confectionery culture is predominant in this VC. Several local products, such as honey, are used for production, but historically other products come from other SESs. Thus the VC connects several SES. However, strong connections with local agricultural production are not stressed. "
Challenges,"In the high-quality traditional confectionery sector, innovation and the origin of raw materials are competitive factors. In the case of 'Di Iorio', innovation crosses local (i.e., nougat) and national (panettone, Easter eggs, dove bread, etc.) gastronomic culture. However, the origin of the raw materials is not always local. Although this is not in contradiction with the local tradition (since the Romans time, the SES is connected by trades with distant areas), it may pose a problem in communication strategies. For example, in the case of nougat, traditionally, almonds come from the Apulia region while honey is local. At the same time, in the business communication lacks a link with the local social context and environment settings. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. In this case 'Di Iorio' experiments with confectionery innovations by combining local and non-local products. Local confectionery production embeds traditional skills and culture with gastronome and confectionery sciences. They also invested in e-commerce for direct sale and opened social profile for direct communication with customers. The innovation is related to New products and New marketing strategies. The land use systems involved are The land is not a topic stressed in this VC. The local assets include Cultural (The 'Di Iorio' family acquired specific skills in the confectionery sector by their family tradition and professional training.).
