title,description
Free ranged animals,"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 05 SCA. The cattle grazes in open pastures during the summer time, as the rest of the year they are covered by snow. For this reason, another important element is the cutivation and harvest of winter fodder. It is known that free range also delivers ecosystem services such as seed dissemination or fertilization and fire risk reduction besides the ecological benefits of making use of local and sustainable resources and maintenance of pastures (great carbon sequestration rates in soils). Most of the farms of this kind have small-medium size and many of them combine various animals (cows, goats, sheeps) for meat and dairy production. In addition, in-farm touristic accomodation is getting more and more popular, opening new market opportunities."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Vang. The region is covered by water streams and forests in the low lands, where also pastures and crops are grown, while the higher areas are dominated by heather and alpine medaws for summer pastures. Its geography is very diverese as it changes with the altitude, which leads to multiple land uses and recreational assets during the four seasons."
Geography and population,The size of the area (km2) is 1505.45. The minimum altimetry of the LAU (Local Administrative Unit) is 363. The maximum altimetry of the LAU is 2208. The total population (in thousand) is 1.578. The population density (Inhabitants/km2) in the LAU is 1.05. The population change rate of the LAU in the last 10 years (%) has been -0.72%. The overall regional population density (Inhabitants/km2) is 7.13. The regional population change rate in the last 10 years (%) has been 2.86%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 44096.75. The total Gross Value Added (GVA) (EUR million/year) [Province] is 7448.29. The primary sector share of total GVA/year [Province] is 7.42%. The secondary sector share of total GVA/year [Province] is 19.70%. The tertiary sector share of total GVA/year [Province] is 72.88%. The per capita income (EUR/year) [Region] is 46253.25. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15265.23. The primary sector share of total GVA/year [Region] is 3.65%. The secondary sector share of total GVA/year [Region] is 23.37%. The tertiary sector share of total GVA/year [Region] is 72.98%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 3704. The regional (Region) share of total BPs/year is 14.53%. The number of agricultural holdings in the LAU is 4 271. The nearest settlement with population over 100000 (km) is 121. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 3.73%. The secondary sector share of total employment/year [Province] is 19.97%. The tertiary sector share of total employment/year [Province] is 76.29%. The primary sector share of total employment/year [Region] is 4.27%. The secondary sector share of total employment/year [Region] is 22.73%. The tertiary sector share of total employment/year [Region] is 73.03%.
Interest on this VC,"Besides having a big cultural component, this VC has an important role in the conservation of mountain pastures. The new product is related to the touristic asset of the VC while the marketing strategies are linked to the cooperation and development of regional brands and e-commerce platforms."
Key local assets,"The mountain pastures and climatic conditions of Norwegian mountain areas demand certain type of management techniques and also a great commitment. Practices and konwledge, farm architecture, pasture landscapes and products are part of the cultural heritage of the region. Finally, there is a social component in the cooperation among regional stakeholders fostering the development of the region. "
Challenges,"1) Competing meat industry, and access to markets; 2) The need to add value to this VC because of its lower production capacity; 3) Climate change will also affect these ecosystems with increasing temperatures and precipitations as well as shorter winter seasons. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Exogenous. The innovation is about adding value to the VC with touristic packages. In addition, many of the farmers are now involved in regional projects of rural development, thus gaining attention and support through the website of those projects. In addition, e-commerce is an increasing business also for this traditional VC. The innovation is related to New products and New marketing strategies. The land use systems involved are Grassland and Natural land. The local assets include Natural, social and cultural."
Concluding remarks,"The VC is also present in other areas such as Nore og Uvdal (NO0633), Øystre Slidre (NO0544)."
