title,description
Beekeeping in mountain areas for different bee products and polination,"The MOVING reference member state of this VC (Value Chain) is SLOVAKIA. The reference MOVING Card ID of this VC is VC 15 SK. Key activities: beekeeping, bee products processing, marketing , sale. Key actors: beekeepers, land owners, consumers. Positive impact on local and regional SES is in employment and on ecological sustainability. The VC depends on local and regional vegetation with low pesticide use."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Slovak Carpathians. The reference mountain landscape of this VC is Važec. The Važec is lined by the highest Slovak mountains, 'Vysoké Tatry.' The municipality includes a karst cave declared as a National Natural Monument with guided visits for the public; there is also a ski areal for winter skiing. Due to the local landscape attractiveness, there are numerous accommodation facilities for visitors. The municipality has good access by train, buses and nearby highway."
Geography and population,The size of the area (km2) is 59.7. The minimum altimetry of the LAU (Local Administrative Unit) is 788. The maximum altimetry of the LAU is 895. The total population (in thousand) is 2.4. The population density (Inhabitants/km2) in the LAU is 40.23. The population change rate of the LAU in the last 10 years (%) has been 0.01%. The overall regional population density (Inhabitants/km2) is 102.4. The regional population change rate in the last 10 years (%) has been -0.02%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 14100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8774.7. The primary sector share of total GVA/year [Province] is 1.20%. The secondary sector share of total GVA/year [Province] is 49.83%. The tertiary sector share of total GVA/year [Province] is 48.97%. The per capita income (EUR/year) [Region] is 13100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 15737.27. The primary sector share of total GVA/year [Region] is 2.82%. The secondary sector share of total GVA/year [Region] is 48.75%. The tertiary sector share of total GVA/year [Region] is 48.43%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 1168. The regional (Region) share of total BPs/year is 0.64%. The number of agricultural holdings in the LAU is 4122. The nearest settlement with population over 100000 (km) is 139. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.00%. The secondary sector share of total employment/year [Province] is 37.00%. The tertiary sector share of total employment/year [Province] is 59.00%. The primary sector share of total employment/year [Region] is 4.00%. The secondary sector share of total employment/year [Region] is 37.00%. The tertiary sector share of total employment/year [Region] is 59.00%.
Interest on this VC,"The trademark 'Slovenský med' (Slovak honey) can be used by registered beekeepers in the Slovak Association of beekeepers (SZV) who sell honey from their production. The trademark is registered as n. 214649. Number of registered beekeepers has been increasing over last years in Slovakia. Due to the lack of intensive agriculture in the mountain areas and more forests and meadows, the honey from this area has higher quality. Currently, the government lanced a project promoting a reintroduction of beekeeping in woods."
Key local assets,Natural asset are vegetation land use systems. Social asses are consumers demand for bee products from national production and cooperation between beekeepers. 
Challenges,"1) The beekeeping challenges are similar to those in other countries, which is an extensive death of bee colonies due to the sharp temperature fluctuations and pesticides in agriculture. The current losses are also influenced by pollen's weak diversity, caused by single-species cultivation of crops, parasites, or bee diseases. 2) Beekeepers have problems getting their products to market. The reason is mainly the import of cheaper and often low-quality honey from abroad. Some websites provide information (address, contacts, products, etc.) about beekeepers who sell their products directly to final consumers. Overall the type of challenge faced by this VC is Current. This VC is classified as N/A."
Innovation,"The type of innovation of this VC (Value Chain) is unspecified. State supports beekeepers and beekeeping in forests. The innovation is related to the whole VC. The land use systems involved are Cropland, Grassland, Forestry and Natural land. The local assets include Natural and social."
Concluding remarks,"The beekeeping is practically present in all mountain NUTS3 in Slovakia: SK 022, SK 031, SK 032, SK 041, SK 042."
