title,description
Anzer honey,The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 13 TR. Beekeepers come to the region for Anzer Honey production between 20th May and 30th June. There is a capacity of approximately 3000 hives. Producers who are not members of an Anzer honey cooperative in the region can only be accommodated if there is a quota remaining after the cooperative members have finished. The beekeepers and the cooperatives are the key actors.
Mountain landscape and reference chains,"The reference mountain chain of this VC is Kaçkar Mountain. The reference mountain landscape of this VC is İkizdere. Anzer Plateau is located in the district of Ikizdere, which is part of Rize Province in the Black Sea region. Anzer plateau is 35 kilometers from the town of Ikizdere and 90 kilometers from Rize. In winter, roads are closed due to snow. Villagers generally live in the center of Rize or its districts during winter. The plateau is a popular tourist attraction."
Geography and population,The size of the area (km2) is 855. The minimum altimetry of the LAU (Local Administrative Unit) is 570. The maximum altimetry of the LAU is approx. 3000. The total population (in thousand) is 6.583. The population density (Inhabitants/km2) in the LAU is 7.699415205. The population change rate of the LAU in the last 10 years (%) has been 18.23%. The overall regional population density (Inhabitants/km2) is 71.5. The regional population change rate in the last 10 years (%) has been 6.55%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 6200. The total Gross Value Added (GVA) (EUR million/year) [Province] is 1890.4. The primary sector share of total GVA/year [Province] is 16.50%. The secondary sector share of total GVA/year [Province] is 39.00%. The tertiary sector share of total GVA/year [Province] is 46.40%. The per capita income (EUR/year) [Region] is 5500. The total Gross Value Added (GVA) (EUR million/year) [Region] is 13455.13. The primary sector share of total GVA/year [Region] is 13.50%. The secondary sector share of total GVA/year [Region] is 31.90%. The tertiary sector share of total GVA/year [Region] is 54.70%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 4627. The regional (Region) share of total BPs/year is 22.50%. The number of agricultural holdings in the LAU is 11000. The nearest settlement with population over 100000 (km) is 53. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is High. The secondary sector share of total employment/year [Province] is Low. The tertiary sector share of total employment/year [Province] is Medium. The primary sector share of total employment/year [Region] is 45.40%. The secondary sector share of total employment/year [Region] is 13.60%. The tertiary sector share of total employment/year [Region] is 40.80%.
Interest on this VC,Anzer is a flower honey. It is produced from different types of flowers on the Anzer Plateau. It is obtained from a 13 km long valley at an altitude of 1750- 3150 meters. The rich flora and fauna of the region also attracts many tourists to the Anzer plateau. Anzer honey has a strong reputation in the region and is famous around the world. It is a high-quality honey.
Key local assets,"The vegetation of the Anzer Plateau has a rich plant diversity which includes endemic plants. The production locations are surrounded by high mountain ranges exceeding 3000 meters to the east, west and south. This creates a natural ecosystem which is differentiated from surrounding places in terms of climate, flora and other natural features. These differences are reflected in the nectar and the honey. Anzer honey has Geographical Indication from the Turkish Patent and Trademark Office. An annual İkizdere Anzer Honey and Plateau festival is organized in the first week of August. "
Challenges,The quantity of honey produced is limited and therefore the price is expensive. The amount of Anzer honey production varies according to climatic conditions. Grazing by small ruminants also reduces the yield of anzer honey. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Natural land. The local assets include Natural and cultural.
Concluding remarks,"Different kinds of honey VC is also present in other MRLs in the Member States such as Switzerland, UK, Austria, Czech Republic, France, Greece, Hungary, Italy, North Macedonia, Romania, Serbia, Slovakia and Spain."
