title,description
"Market gardening, diversified with organic value chain and local channels distribution","The MOVING reference member state of this VC (Value Chain) is FRANCE CCVD. The reference MOVING Card ID of this VC is VC 03 FR1. Diversified organic market gardening with direct sale or local distribution is representative of the local agri-food landscape of the Drôme Valley. It represents 190 producers and 314ha of organic vegetable production which make Drome departement the 1st producer of organic vegetal in France. Most of the vegetables produced in the Drôme Valley are distributed locally (except garlic and onions). This VC is characterized by diversified and productive cultivation on small surfaces, innovative agro-ecological techniques using less water and land and preserving biodiversity, direct sale and distribution in local circuit. This type of production is innovative because it produces local added value and jobs in the area, meets local demand for vegetables, fruits, cereals and plants and contributes to food autonomy at the local and regional level. Besides, it promotes agroecological and social values."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Drome Valley. The reference mountain landscape of this VC is Drome departement. Drôme is a very diversified departement in terms of geological, natural and agricultural resources. The North-East of the territory is characterised by middle and high mountains (Pre Alps and Vercors Natural Park): agriculture is this area is mainly livestock and small diversified gardening. The South is characterized by the beginning of the Provence and the mediterranean climate, we can find there aromatic and yard large cultures. The West of the territory is characterized by plains were the Rhône and the Drôme rivers meet. Agriculture ther is mainly large cropland. Within the Drôme departement, Biovallée territority gathers 3 associations of municipalities (EPCI) - 95 muncipalities in total. It is a very preserved and diversified territory, following the Drôme River, from Pre Alps to large plains of the downvalley."
Geography and population,The size of the area (km2) is 2200. The minimum altimetry of the LAU (Local Administrative Unit) is 50. The maximum altimetry of the LAU is 2453. The total population (in thousand) is 58.56. The population density (Inhabitants/km2) in the LAU is 42.3. The population change rate of the LAU in the last 10 years (%) has been 1%. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) has been 0.6%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 21100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 14532.49. The primary sector share of total GVA/year [Province] is 1.70%. The secondary sector share of total GVA/year [Province] is 20.30%. The tertiary sector share of total GVA/year [Province] is 77.80%. The per capita income (EUR/year) [Region] is 32799. The total Gross Value Added (GVA) (EUR million/year) [Region] is 242040. The primary sector share of total GVA/year [Region] is 1.00%. The secondary sector share of total GVA/year [Region] is 24.70%. The tertiary sector share of total GVA/year [Region] is 74.30%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 56167. The regional (Region) share of total BPs/year is 37%. The number of agricultural holdings in the LAU is 6400. The nearest settlement with population over 100000 (km) is 115. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 2.20%. The secondary sector share of total employment/year [Province] is 24.60%. The tertiary sector share of total employment/year [Province] is 71.50%. The primary sector share of total employment/year [Region] is 2.10%. The secondary sector share of total employment/year [Region] is 21.80%. The tertiary sector share of total employment/year [Region] is 76.10%.
Interest on this VC,"Diversified organic market gardening with direct sale or local distribution is representative of the local agri-food landscape of the Drôme Valley. The study of the value chain of organic market gardening presents the following interests - Diversified and productive cultivation on small surfaces. - Innovative agro-ecological techniques using less water and land. - Direct sale and distribution in local circuit - Production of local added value and jobs in the area - Meeting local demand for vegetables, fruits, cereals and plants - Contribute to food autonomy at the local and regional level. new products: diversification to propose products responding to the local food demand; use ancient variety and farmer seeds new processes: agroecological practices to adapt to water scarcity and to produce quantity in small parcels new marketing strategies: direct sale, distribution in local supply chanel."
Key local assets,"Naturel asset: agroecologic practices respectful of biodiversity and water scarcity challenges Social asset: response ot local food demand, autonomy, cooperation between farmers, promotion of ecological and social values. "
Challenges,"This VC is challenged by: competition with bigger actors, acces to water, marketing technics, the need to propose a production corresponding to local food demand. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. - innovative agroecological practices - high diversification on small parcels - direct sale and answering local food demand. The innovation is related to New products, New processes and New marketing strategies. The land use systems involved are Cropland, Grassland and water. The local assets include Natural and social."
Concluding remarks,"Drome is the first organic departement of France, where diversified organic market is strongly developped and illustrates the possibility of developping local food production responding the local food demand."
