title,description
Boar hunting,"The MOVING reference member state of this VC (Value Chain) is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 15 FR. Boar hunting is a common acitivty. 17 000 individuals have a hunting permit in Corsica, though not all of them hunt boar but other wild animals. About 40 000 boars are killed each year, between august and february. Procuring and cooking wild boar is a domestic activity. Procuring wild boar to local restaurant is currently illegal. Hunting is framed and managed by hunting associations, that are gathered in a federation at the regional level. Only one farm breed boars to produce its own food (canery, paté). The others procure boars in Eastern Countries. As there are sanitary issues, the vet associations and farmers sanitary assocation interferes with boar hunting too."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Corsican moutains. The reference mountain landscape of this VC is Corsica. Corsica is an island in the sea. It presents a great diversity of landscapes: plains, hillsides, deap and steep valleys Boar is equally distributed in Corsica."
Geography and population,The size of the area (km2) is 8722. The minimum altimetry of the LAU (Local Administrative Unit) is 0. The maximum altimetry of the LAU is 2706. The total population (in thousand) is 0.334. The population density (Inhabitants/km2) in the LAU is 38.6. The population change rate of the LAU in the last 10 years (%) has been 1.10%. The overall regional population density (Inhabitants/km2) is 38.6. The regional population change rate in the last 10 years (%) has been 1.10%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Province] is 8034.12. The primary sector share of total GVA/year [Province] is unspecified. The secondary sector share of total GVA/year [Province] is unspecified. The tertiary sector share of total GVA/year [Province] is unspecified. The per capita income (EUR/year) [Region] is 25400. The total Gross Value Added (GVA) (EUR million/year) [Region] is 8034.12. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is unspecified. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 2626. The nearest settlement with population over 100000 (km) is 333. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 0.036. The secondary sector share of total employment/year [Region] is 0.162. The tertiary sector share of total employment/year [Region] is 0.802.
Interest on this VC,"circular economy, high reputation products, prevalence of forest, sanitary issues. With modernization, hunters, villagers and farmers have been growing appart. The professionnalisation and institutionnalisation of those activities have led individuals to invest into different collectives and associations. Acting for health issues, they need to work together and find common interest."
Challenges,to manage the population of boars and its interactions with domestic animals. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Local stakeholders are working together in order to manage the sanitary issues associated with the interactions occuring between domestic animals (Cows, Pigs) and the wild. Hunters are part of this type of collective action. The innovation is related to New governance systems. The land use systems involved are Natural land and Boars are found in the forest but marks can be found in cultures, schrub or meadows. They feed on chestnut and acorn. The local assets include Natural and cultural."
Concluding remarks,"Similar VC is identified in North Macedonia, Slovakia, Spain."
