title,description
'PASTRAMA DE OAIE',"The MOVING reference member state of this VC (Value Chain) is ROMANIA. The reference MOVING Card ID of this VC is VC 14 RO. 'Pastrama de Oaie' is produced from boneless mutton (sheepmeat), preserved and smoked according to a special recipe with very characteristic aroma and taste. It is commonly sold direct to consumers by sheepfarmers, including the passing trade of tourists and day visitors to mountain areas."
Mountain landscape and reference chains,The reference mountain chain of this VC is Southern Romanian Carpathian Mountains. The reference mountain landscape of this VC is Oraş Novaci in Gorj County (RO412). Brief description of the main characteristics of the Mountain Reference Landscape.
Geography and population,The size of the area (km2) is 169.4. The minimum altimetry of the LAU (Local Administrative Unit) is unspecified. The maximum altimetry of the LAU is unspecified. The total population (in thousand) is 5.669. The population density (Inhabitants/km2) in the LAU is 33.47. The population change rate of the LAU in the last 10 years (%) is unspecified. The overall regional population density (Inhabitants/km2) is 66.9. The regional population change rate in the last 10 years (%) has been -0.17%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 10500. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3010. The primary sector share of total GVA/year [Province] is 4.40%. The secondary sector share of total GVA/year [Province] is 45.50%. The tertiary sector share of total GVA/year [Province] is 50.10%. The per capita income (EUR/year) [Region] is 8100. The total Gross Value Added (GVA) (EUR million/year) [Region] is 14241.21. The primary sector share of total GVA/year [Region] is 7.40%. The secondary sector share of total GVA/year [Region] is 38.00%. The tertiary sector share of total GVA/year [Region] is 54.70%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 2255. The regional (Region) share of total BPs/year is 12.30%. The number of agricultural holdings in the LAU is 95790. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 29.00%. The secondary sector share of total employment/year [Province] is 36.40%. The tertiary sector share of total employment/year [Province] is 34.60%. The primary sector share of total employment/year [Region] is 38.70%. The secondary sector share of total employment/year [Region] is 26.80%. The tertiary sector share of total employment/year [Region] is 34.50%.
Interest on this VC,'Pastrama de Oaie' is a very traditional and widespread mountain product. This example is produced by a family farming in the mountains above the town of Novaci (78258) in Gorj County (RO412). It is very well-known by local tourists and is registered as a 'Mountain Product' (https://produse.produsmontan.ro/produs/pastrama-oaie-stana-stefanu/) under Romania's implementation of the Optional Quality Term (OQT) - see more details below.
Key local assets,The natural asset used for producing 'Pastrama de Oaie' is the semi-natural and alpine grasslands (private meadows for hay-making and common pastures for communal grazing) in the mountain areas of Gorj County (RO412). Many of the communal pastures used for grazing sheep and cattle are high in the mountains and only grazed in the summer months. 
Challenges,"Sheep are kept in Romania mainly for their milk and associated dairy products and the consumption of sheepmeat is steadily declining due to changing consumer preferences. 'Pastrama de Oaie' continues to maintain a very specific niche in the market since it is very seasonal and especially sought after for traditional summer barbecues / grills. However, products such as this rely heavily upon direct sales which can be interrupted / disrupted by external factors beyond the control of the producers (e.g. covid). This vulnerability could be overcome to a great extent by inclusion into better established value chains (e.g. there are an increasing number of specialist butcher shops looking for good quality local meat products), but this also brings additional challenges for traditional small-scale businesses - including compliance with food hygiene and safety rules. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural.
Concluding remarks,"Romania has been one of the most active Member States in developing and adopting the Optional Quality Term (OQT) for products from its mountain areas. It is also currently the only country that has decided not to use any derogation for the registration of 'Mountain Products' - thereby strictly requiring that products originate from within a designated mountain area (reducing the distance to 0km). The National Mountain Area Agency (part of the Ministry of Agriculture and Rural Development) has overall responsibility for co-ordination of the OQT, including maintenance of the National Registry of Mountain Products (https://produse.produsmontan.ro/). Processing and approval of requests to use the OQT and associated 'Mountain products' logo is undertaken locally by 30 Mountain Development Offices located in mountain communes. The National Consumers Protection Authority is responsible for regulating the market in 'Mountain Products' and checks if producers have been granted the authorisation to use the OQT and if the labelling is in compliance with the national regulation."
