title,description
Volcanic Wine (Sicily-Etna),"The MOVING reference member state of this VC (Value Chain) is ITALY VINIDEA. The reference MOVING Card ID of this VC is VC 30 IT. Local producers were able to add value to their products, selling most of their wines to tourists at cellar gate, and consituting a basket of products of the territory that are sold together in winery and local shops."
Mountain landscape and reference chains,"The reference mountain chain of this VC is 0. The reference mountain landscape of this VC is CASTIGLIONE DI SICILIA. The municipality of Castiglione di Sicilia is the biggest of the Etna area, where are placed than 70% of the Etna wineries."
Geography and population,The size of the area (km2) is 118.9. The minimum altimetry of the LAU (Local Administrative Unit) is 65. The maximum altimetry of the LAU is 3319. The total population (in thousand) is 3.063. The population density (Inhabitants/km2) in the LAU is 25.76. The population change rate of the LAU in the last 10 years (%) has been -9.40%. The overall regional population density (Inhabitants/km2) is 188.73. The regional population change rate in the last 10 years (%) has been -3.30%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 7868. The total Gross Value Added (GVA) (EUR million/year) [Province] is 18239. The primary sector share of total GVA/year [Province] is 3.20%. The secondary sector share of total GVA/year [Province] is 14.10%. The tertiary sector share of total GVA/year [Province] is 82.70%. The per capita income (EUR/year) [Region] is 9119. The total Gross Value Added (GVA) (EUR million/year) [Region] is 80077. The primary sector share of total GVA/year [Region] is 4.10%. The secondary sector share of total GVA/year [Region] is 12.50%. The tertiary sector share of total GVA/year [Region] is 83.42%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 12402. The regional (Region) share of total BPs/year is 5.56%. The number of agricultural holdings in the LAU is 153503. The nearest settlement with population over 100000 (km) is 56. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is unspecified. The secondary sector share of total employment/year [Province] is unspecified. The tertiary sector share of total employment/year [Province] is unspecified. The primary sector share of total employment/year [Region] is 11.03%. The secondary sector share of total employment/year [Region] is 16.99%. The tertiary sector share of total employment/year [Region] is 71.98%.
Interest on this VC,"very successful development of mountain viticulture (400-800 m.s.l.), value creation on traditional grape varieties (nerello Mascarese), strong appellation identity (Vini Etna DOC), integration with turism of the area. success story of mountain viticulture, complementary with other agriculture value chains (olive oil, saffron, pistachio), and very well integrated with turism of the area."
Key local assets,The 3500 altitude Etna volcan - sometimes in active eruption - attract great number of turists from all over the world. The local farmers were able to hook up on turism offering visitors a larger and more complete experience of discovery of the territory and its productions. 
Challenges,"In the '90ies several well established Sicilian wineries (Franchetti, Tasca d'Almerita, Donna Fugata, Planeta etc.) bought vineyard lots, started producing and promoting the Etna wines on the domestic and international market were they were already present. The increased value and reputation of Etna wines fostered several vinegrowers to produce commercial wine, and farmers to plant vineyard. Nowadays, Etna vineyard is composed by 1100 hectars cultivated by 140 wineries, and became an essetial component of the Etna economy. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. The main original innovation was the deepen understand of the agronomical traits of the main local variety Nerello Mascarese, and its adaptation to volcanic soils and mountain climate, thanks to the knowledge brought by the experienced wineries from outside the region. Later, the use of oak wood casks for Nerello fining, was optimzing the intrinsec quality of the red wines. In the last 15 years took place an increasing adoption of organic, biodynamic, natural, and quantic standards for production. An active consortium Vini Etna DOC and an institutional Enoteca Regionale, respectively for control of origin and typicity and for promotion of the appalletion wine, synergically support the marketing activities of the private enterprises. The innovation is related to New processes, New marketing strategies and New governance systems. The land use systems involved are Natural land and olive trees (local variety biancolillo), hazelnut, pistachio, saffron. The local assets include Natural."
