title,description
services,"The MOVING reference member state of this VC (Value Chain) is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 28 IT. Saviola family move to mountain from the city in the 60th. They opened ag agriturism more than 25 year ago, and more recently a didactic farm. All the activities done in the farm are in deeper connection with the local SES. The activity are in continue evolution, in the last years they start to breed cornigliese sheeps and to use the wool to produce felt pad."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Northern Apennines - Tuscan-Emilian Apennines. The reference mountain landscape of this VC is Tizzano Val Parma. Tizzano Val Parma is a municipality in the Province of Parma in the Italian region Emilia-Romagna, located about 35 kilometres southwest of Parma. The town is located on the upper side of a hill."
Geography and population,The size of the area (km2) is 78.39. The minimum altimetry of the LAU (Local Administrative Unit) is 333. The maximum altimetry of the LAU is 1575. The total population (in thousand) is 2.116. The population density (Inhabitants/km2) in the LAU is 26.99. The population change rate of the LAU in the last 10 years (%) has been -0.56%. The overall regional population density (Inhabitants/km2) is 198.61. The regional population change rate in the last 10 years (%) has been 3.44%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 38700. The total Gross Value Added (GVA) (EUR million/year) [Province] is 15648.6. The primary sector share of total GVA/year [Province] is 2.38%. The secondary sector share of total GVA/year [Province] is 36.11%. The tertiary sector share of total GVA/year [Province] is 61.49%. The per capita income (EUR/year) [Region] is 36200. The total Gross Value Added (GVA) (EUR million/year) [Region] is 144710. The primary sector share of total GVA/year [Region] is 2.51%. The secondary sector share of total GVA/year [Region] is 31.47%. The tertiary sector share of total GVA/year [Region] is 66.02%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 397. The regional (Region) share of total BPs/year is 0.09%. The number of agricultural holdings in the LAU is 124. The nearest settlement with population over 100000 (km) is 35. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 2.78%. The secondary sector share of total employment/year [Province] is 30.59%. The tertiary sector share of total employment/year [Province] is 66.63%. The primary sector share of total employment/year [Region] is 3.06%. The secondary sector share of total employment/year [Region] is 28.03%. The tertiary sector share of total employment/year [Region] is 68.91%.
Interest on this VC,"The farm is registred under the organic scheme. They produce the traditional products of mountain: Berries,red and purple potatoes, honey, jams, seasonal fruit and vegetables, herbal teas, liqueurs, mustard, essential oils, hay and wild fruit and they offer very impostant services as 'didactic farm' and agritourism. The farm Casanuova perform several educational activities in a serene and highly stimulating place. They give to their mountain production products an added value doing formation and information."
Key local assets,"This agritourism is deeple linked with the local territories. They produce mountain products and offer essential services in their farm while suggest to the turists to find the other services as:wimming pools, fitness centers, riding stables, tennis courts, volleyball, football, ice rink in the village and its surronding. "
Challenges,This farm shows a very high flexibility and openness to all the innovations. The main challenge is to maintain the deeper relation whit the local communities and to be as a centre of formation ad information on rural life. Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The farm is located in mountain but have a very good network with the local town. The activity of didactic farm offer different typoligies of courses for childreen but also for specif categories of people with some disabilities. The innovation is related to New products. The land use systems involved are Cropland, Grassland and Natural land. The local assets include Natural and cultural."
