title,description
"Subbética Ecológica, production and consumption of organic food","The MOVING reference member state of this VC (Value Chain) is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 42 ES. It is a short-channel value chain where production and consumption work together for a collective interest, the Common Good. The entity is certified within this framework of the Economy for the Common Good as a non-profit association. Under democratic governance principles, it has maintained sustained growth over ten years and reached an annual turnover of over 600,000 €. It employs five people directly and several dozen indirectly. It has encouraged the creation of training programs for the entry of new players into the value chain."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Betic System. The reference mountain landscape of this VC is Cabra. It generates positive environmental effects (reducing carbon footprint, waste or soil pollution, contributing to soil and biodiversity conservation) and social impact. It is an exemplary case of a social initiative generating economy model based on agroecological principles. Its contribution to the creation of a collaborative regional network is also recognized."
Geography and population,The size of the area (km2) is 229.16. The minimum altimetry of the LAU (Local Administrative Unit) is 350. The maximum altimetry of the LAU is 1100. The total population (in thousand) is 20.347. The population density (Inhabitants/km2) in the LAU is 88.79. The population change rate of the LAU in the last 10 years (%) has been -4.30%. The overall regional population density (Inhabitants/km2) is 97. The regional population change rate in the last 10 years (%) has been -0.01%.
Income and gross value added,"The average per capita income (EUR/year) [Province] is 13,793,33. The total Gross Value Added (GVA) (EUR million/year) [Province] is 13153.1. The primary sector share of total GVA/year [Province] is 10.50%. The secondary sector share of total GVA/year [Province] is 17.61%. The tertiary sector share of total GVA/year [Province] is 71.89%. The per capita income (EUR/year) [Region] is 16409.45. The total Gross Value Added (GVA) (EUR million/year) [Region] is 150440. The primary sector share of total GVA/year [Region] is 6.53%. The secondary sector share of total GVA/year [Region] is 20.01%. The tertiary sector share of total GVA/year [Region] is 73.46%."
Tourism,"The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 523. The regional (Region) share of total BPs/year is 0,10%. The number of agricultural holdings in the LAU is 1362. The nearest settlement with population over 100000 (km) is 64.9. In this region protected areas are present."
Employment,The primary sector share of total employment/year [Province] is 12.90%. The secondary sector share of total employment/year [Province] is 20.62%. The tertiary sector share of total employment/year [Province] is 66.48%. The primary sector share of total employment/year [Region] is 9.44%. The secondary sector share of total employment/year [Region] is 16.41%. The tertiary sector share of total employment/year [Region] is 74.15%.
Interest on this VC,"It is a successful case of creation, in 2009, of a short organic production and consumption channel based on a territorial radius that brings together nearly 500 consumer families, fifty producers and processors, and several dozen collective consumers. It s a successful best practice, implemented by a collective of private actors and consumers, with little public support. The process has innovated agricultural production practices and created a processing workshop, warehouse, and store, maintaining a vast network of collaborative relationships with other actors in the production and consumption of organic food within a radius of 150 km."
Key local assets,"The production activity is located on orchards and other organic farms situated in Cabra and other towns in the Subbetica and south of Cordoba. Other organic productions from nearby areas and provinces. The physical space of reception, processing, distribution, and sale is in the municipality of Cabra. "
Challenges,"The initiative is aligned with the promotion of agroecology principles, the commitment to short channels, and the aggregation of actors in a territorially based food hub. Ensuring scalability and resilience is its challenge. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. It is a social innovation that has progressively implemented innovative solutions in the production, processing, storage, distribution, marketing, and consumption phases. The innovation is related to New products, New processes, New marketing strategies and New governance systems. The land use systems involved are Cropland and Grassland. The local assets include Natural, social and cultural."
Concluding remarks,This Value Chain scheme is flourishing in many areas of Europe but it is relatively rare when it is promoted from a rural area and even more so when it connects a mountain area to other lowland areas and nearby cities.
