title,description
Agriturism - turistic and pedagogic welcome in farms,"The MOVING reference member state of this VC (Value Chain) is FRANCE CCVD. The reference MOVING Card ID of this VC is VC 09 FR1. Agritourism is an interesting VC as it allows farmers to diversify their activities and gain complementary incomes. Besides, it answers to a local demande of green and rural tourism which has always been developped in the Drôme. In cultural and social terms, agritourism also allows to promote the local and cultural heritage of the region and to create social link between farmers and tourist. Besides, agrituristic activities can propose public services such as pedagogical activities. In terms of environnement, agritouristic structures are often small diversified structures that promotes an agroecological and local supply models. At the departement scale, the VC is organized between different actors such as local authorities (Turism service of Drome departement), turistic offices, association working on rural developpement (CIVAM)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Drome Valley. The reference mountain landscape of this VC is Drome departement. Drôme is a very diversified departement in terms of geological, natural and agricultural resources. The North-East of the territory is characterised by middle and high mountains (Pre Alps and Vercors Natural Park): agriculture is this area is mainly livestock and small diversified gardening. The South is characterized by the beginning of the Provence and the mediterranean climate, we can find there aromatic and yard large cultures. The West of the territory is characterized by plains were the Rhône and the Drôme rivers meet. Agriculture ther is mainly large cropland. Within the Drôme departement, Biovallée territority gathers 3 associations of municipalities (EPCI) - 95 muncipalities in total. It is a very preserved and diversified territory, following the Drôme River, from Pre Alps to large plains of the downvalley."
Geography and population,The size of the area (km2) is 2200. The minimum altimetry of the LAU (Local Administrative Unit) is 50. The maximum altimetry of the LAU is 2453. The total population (in thousand) is 58.56. The population density (Inhabitants/km2) in the LAU is 42.3. The population change rate of the LAU in the last 10 years (%) has been 1%. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) has been 0.6%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 21100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 14532.49. The primary sector share of total GVA/year [Province] is 1.70%. The secondary sector share of total GVA/year [Province] is 20.30%. The tertiary sector share of total GVA/year [Province] is 77.80%. The per capita income (EUR/year) [Region] is 32799. The total Gross Value Added (GVA) (EUR million/year) [Region] is 242040. The primary sector share of total GVA/year [Region] is 1.00%. The secondary sector share of total GVA/year [Region] is 24.70%. The tertiary sector share of total GVA/year [Region] is 74.30%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 56167. The regional (Region) share of total BPs/year is 37%. The number of agricultural holdings in the LAU is 6400. The nearest settlement with population over 100000 (km) is 115. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 2.20%. The secondary sector share of total employment/year [Province] is 24.60%. The tertiary sector share of total employment/year [Province] is 71.50%. The primary sector share of total employment/year [Region] is 2.10%. The secondary sector share of total employment/year [Region] is 21.80%. The tertiary sector share of total employment/year [Region] is 76.10%.
Interest on this VC,"Agriturism is developping in Drome. The VC is organized by farmers, public administrations and dedicated associations. Agriturism allows to generate new sources of incomes for farmers, valorize the territory and create social link between farmers and consumers. Agriturism also promotes small diversified farming scheme, direct sale and awareness rising respectful environnemental practices. Marketing strategies: Agriturism and welcome activities allows to diversify activities and generated new incomes for farmers. It also allows to promote the territorial identity. Governance systems: Agriturim VC gathers actors coming from the agricultural and the turistic fields."
Key local assets,"Natural asset: ecosystemic services, promotion of small diversified agroecological models, social asset: pedagological role, awareness raising for consumers, promotion of agroecology, promotion of direct sale Cultural: promotion of the agricultural territorial identity. "
Challenges,"Agriturism VC is developping in Drome. However, it faces some challenges: regulations differs from an activity to another (catering, direct sale, housing, pedagodical activities ), farmers need to develop specific organisation and competences to welcome public and need to find a balance between production and turistic activities. Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Agriturism is innovative as it allows farmers to wider diversify and to generate new incomes with welcome and turistic activities. The innovation is related to New processes, New marketing strategies and New governance systems. The land use systems involved are Cropland and Natural land. The local assets include Natural, social and economic."
