title,description
Wool handmade carpets with traditional motives,"The MOVING reference member state of this VC (Value Chain) is SERBIA. The reference MOVING Card ID of this VC is VC 25 SER. There ara only around 30 weavers, and it takes 5 years to train a proffesional weaver to make a high qualiy carpet. Pirot carpets are very thin but extremely dense, and are said to last more than a century. They have two identical sides and are geographically protected, which means that they can only be made in the Pirot area, and out of Pirot sheep."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Eastern Serbia, Balkan mountains region. The reference mountain landscape of this VC is Balkan mountains. The area of South Eastern Serbia, and town of Pirot are treasuring the tradition that comes from the Ottoman times. The sheep breeding slopes of Balkan mountains have been the source of high quality wool and the mastery of its dying and colouring and makign wonderful rags has been present till now. Pirot carpet is imaterial heritage protected by UNESCO and is highly valued at the very small niche market."
Geography and population,The size of the area (km2) is 1232. The minimum altimetry of the LAU (Local Administrative Unit) is 368. The maximum altimetry of the LAU is 2169. The total population (in thousand) is 53.80. The population density (Inhabitants/km2) in the LAU is 44.00. The population change rate of the LAU in the last 10 years (%) has been -6.71%. The overall regional population density (Inhabitants/km2) is 30. The regional population change rate in the last 10 years (%) has been -7.15%.
Income and gross value added,The average per capita income (EUR/year) [Province] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Province] is 370.47. The primary sector share of total GVA/year [Province] is 5.60%. The secondary sector share of total GVA/year [Province] is 58.45%. The tertiary sector share of total GVA/year [Province] is 35.95%. The per capita income (EUR/year) [Region] is 529.61. The total Gross Value Added (GVA) (EUR million/year) [Region] is 5202.34. The primary sector share of total GVA/year [Region] is 7.56%. The secondary sector share of total GVA/year [Region] is 41.13%. The tertiary sector share of total GVA/year [Region] is 51.31%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 78618. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is 4557. The nearest settlement with population over 100000 (km) is 75. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 1.80%. The secondary sector share of total employment/year [Province] is 45.40%. The tertiary sector share of total employment/year [Province] is 52.80%. The primary sector share of total employment/year [Region] is 5.20%. The secondary sector share of total employment/year [Region] is 38.40%. The tertiary sector share of total employment/year [Region] is 56.40%.
Interest on this VC,"Pirot carpet is a living tradition of this area, 'a part of DNA of local people', it contains both the mystical and natural properties invoven in the motives. The patterns that give Pirot carpets a mystical allure, represent ancient symbols which carry magical meanings and can be read as an image alphabet. There are 95 varieties which weavers have to memorize. The raw material is locally produced wool of particular quality from the sheep raised on the local pastures and in Nature park Stara planina Mt. It is one of the most famous traditional handrafts. Very labour and skill intensive, it takes full month of whole day work to weave 80cm of the carpet, therefore it takes months for a single weaver to make one item."
Key local assets,"The weaving skills are passed from generation to generation, and mostly to the women. Girls used to learn this skill from older sisters, or mother and grandmother when they turn 7. The wool used for weaving comes from the local sheep from the villages surrounding the town of Pirot, and from the nearby Stara Planina Nature Reserve. Sach shape has a specific meaning deriving from tradition and socio cultural linkages. Some kilims symbolize good health, well being, good fortune in love, business and success and a unique combintion sends a strong magical protection. "
Challenges,"Carpets or kilim made in Pirot represent a unique piece of traditional decoration. The tradition of handweaving is more than 500 years old in Pirot and surrounding villages. Currently, in Pirot there are only 30 women who are still actively weaving. Considering that this number was around 2.500 during the last century, it s a bit saddening that the cool and unique tradition like this is slowly disappearing. There is no public program that supports knowledge transfer and training for the weavers, and most women find other employment easier and more profitable. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. The carpets are marketed online and by order. There is an initiative to continue development of motives as they tell the contemporary story, but this has still not catch on. The innovation is related to New products, New processes, New marketing strategies and New governance systems. The land use systems involved are Forestry and Natural land. The local assets include Natural, social and cultural."
