title,description
Organic primitive grain muesli,"The MOVING reference member state of this VC (Value Chain) is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 06 SCA. Norway has 1843 hectares of organic wheat and spelt and 1841 ha of organic oats and other spring cereals. In addition, in the region of the muinicipality of Selbu, there used to be a big industry of stone mill and nowadays there are still stone mills functioning in the area. Together with the use of local organic honey and organic rapseed oil these are the ingredients in the VC production for the granola making. The transformation is made only by Mia, the owner of the company and one addtional worker. She is part of AUK - TASTE FROM STJØRDALSFØRET, and her products have the Norwegian organic certification."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Scandinavean Mountains - Scandes. The reference mountain landscape of this VC is Selbu. Selbu hosts one of the largest lakes in Norway, the Selbusjøen. Complementarily, the land is covered by forests and medium altitude mountains up to 1441 meters. Selbu has a humid continental climate with mild winters due to the close presence of the sea. Besides the natural assets, Selbu is widely known for its traditional knitting."
Geography and population,The size of the area (km2) is 1235.85. The minimum altimetry of the LAU (Local Administrative Unit) is 158. The maximum altimetry of the LAU is 1441. The total population (in thousand) is 4.062. The population density (Inhabitants/km2) in the LAU is 3.29. The population change rate of the LAU in the last 10 years (%) has been 1.40%. The overall regional population density (Inhabitants/km2) is 11.11. The regional population change rate in the last 10 years (%) has been 10.08%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 58578.69. The total Gross Value Added (GVA) (EUR million/year) [Province] is 16471.96. The primary sector share of total GVA/year [Province] is 2.59%. The secondary sector share of total GVA/year [Province] is 19.25%. The tertiary sector share of total GVA/year [Province] is 78.16%. The per capita income (EUR/year) [Region] is 54460.72. The total Gross Value Added (GVA) (EUR million/year) [Region] is 22400.21. The primary sector share of total GVA/year [Region] is 5.35%. The secondary sector share of total GVA/year [Region] is 16.31%. The tertiary sector share of total GVA/year [Region] is 78.34%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 25069. The regional (Region) share of total BPs/year is 61.71%. The number of agricultural holdings in the LAU is 2 789. The nearest settlement with population over 100000 (km) is 68.6. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 2.37%. The secondary sector share of total employment/year [Province] is 27.02%. The tertiary sector share of total employment/year [Province] is 70.61%. The primary sector share of total employment/year [Region] is 2.54%. The secondary sector share of total employment/year [Region] is 20.19%. The tertiary sector share of total employment/year [Region] is 77.27%.
Interest on this VC,"The granola is made with local cereals. The grain is processed in traditional stone mills. The product is now a good example of innovative entrepreneurship. Organic handmade granola is a product that was difficult to find before the start of this VC. In addition, they make great use of the social network platforms and website for the marketing and sales."
Key local assets,"The organic fields of spelt and oats are the basic natural asset that this VC depends on. However, the VC would not mean the same if the ancient tradition of stone mill in the area did not exist, an aspect that adds cutural value to this VC. In addition, the VC is part of the brand AUK - TASTE FROM STJØRDALSFØRET, a regional brand in which local producers participate and cooperate to promote their products. "
Challenges,"Competition with industrial products of similar use (sweets, cereals and other snaks). Also, the hectares dedicated to organic oats and other spring cereals have decreased since 2012 in Norway (Eurostat). Overall the type of challenge faced by this VC is Current. This VC is classified as Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. This VC is focussed on keeping the nutrutional values of cereals as much as possible by doing granola. Granola is nowadays rarely done by hand, and this VC is even more unique as the use only local and organic products. In fact, the activity begun due to the lack of an organic Norwegian granola in the market. The product is sold in the store and is also available on the website (e-commerce). The innovation is related to New products and New marketing strategies. The land use systems involved are Cropland. The local assets include Natural, social and cultural."
