title,description
Special kind of tulum cheese from goat and sheep milk,"The MOVING reference member state of this VC (Value Chain) is TURKEY. The reference MOVING Card ID of this VC is VC 09 TR. The feeding and milking activity of sheep and goat are done by small family farms. Some breeders make cheese by using dried goat or sheep skin. This production method is very unique and traditional, and adds very special taste to cheese. Some breeders sell raw milk to cooperatives or dairy firms to be processed.The perspectives of the product bring together the farmers, the local government, cooperatives and firms."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Kiraz, İzmir. The reference mountain landscape of this VC is Kiraz. Kiraz is a district in the Aegean region on the plain overlooking near Bozdağ. All the villages except the district center and a few lowland villages are usually located on Bozdağ and other mountains and on the foothills. Since it is located on a mountainous land, the transportation and social facilities of the villages are limited."
Geography and population,The size of the area (km2) is 573. The minimum altimetry of the LAU (Local Administrative Unit) is 312. The maximum altimetry of the LAU is 2152. The total population (in thousand) is 44.105. The population density (Inhabitants/km2) in the LAU is 365.86. The population change rate of the LAU in the last 10 years (%) has been -2.29%. The overall regional population density (Inhabitants/km2) is 329.4. The regional population change rate in the last 10 years (%) has been 10.83%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 9600. The total Gross Value Added (GVA) (EUR million/year) [Province] is 37093.1. The primary sector share of total GVA/year [Province] is 4.40%. The secondary sector share of total GVA/year [Province] is 53.60%. The tertiary sector share of total GVA/year [Province] is 54.60%. The per capita income (EUR/year) [Region] is 9500. The total Gross Value Added (GVA) (EUR million/year) [Region] is 37271.31. The primary sector share of total GVA/year [Region] is 44.00%. The secondary sector share of total GVA/year [Region] is 53.60%. The tertiary sector share of total GVA/year [Region] is 54.60%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 51356. The regional (Region) share of total BPs/year is 100.00%. The number of agricultural holdings in the LAU is 49788. The nearest settlement with population over 100000 (km) is 137. In this region protected areas are not present.
Employment,The primary sector share of total employment/year [Province] is 9.30%. The secondary sector share of total employment/year [Province] is 31.00%. The tertiary sector share of total employment/year [Province] is 59.70%. The primary sector share of total employment/year [Region] is 9.30%. The secondary sector share of total employment/year [Region] is 31.00%. The tertiary sector share of total employment/year [Region] is 59.70%.
Interest on this VC,"İzmir Tulum cheese is made from milk obtained from cows, sheep and goats fed by natural vegetation and water sources of higher parts of Kiraz. The difference from other cheese is İzmir brined cheese has high level of salt and ripened under brine. This add to this cheese high quality and high reputaion."
Key local assets,"The altitude, local animals, traditional process, give to these cheese a lot of character, that it has got outstanding taste. The aim is to increase the production of tulum cheese, protect of pastoral farming and traditional taste. "
Challenges,"When compare mountain villages to plain village tha main challenges are low education, lack of hygene, the decreasing of grazing animals in pasture lands, high production costs etc. In addition to them, the aging of farmers and the lack of a public strategy to marketing problems add to the difficulties of their survival. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional."
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Grassland. The local assets include Natural and cultural.
Concluding remarks,"Cheese which is made from goat and sheep milk is included in other MRLs in the Member State such as Serbia, Spain, Switzerland. However İzmir tulum cheese is special kindf of cheese made by being placed into handmade dried goat or sheep skin."
