title,description
"Activities connected to the production of wine in the PDO Peza zone, at eastern Crete","The MOVING reference member state of this VC (Value Chain) is GREECE. The reference MOVING Card ID of this VC is VC 05 GR. The vineyards are owned by member producers of the cooperative and their families. The processing (vinification) capacity of the facilities is 700 tons in 12 hours and for the production and preservation of superior quality wines, the company has a 3 storey wine cellar of 1350 sq.m. per floor with stainless steel wine tanks bearing a capacity of 2,400 tons and a bottling plant with a capacity of 5000 bottles per hour. It is the most important economic activity for the regional SES, also affecting the lanscape and ecosystem through a sustainable traditional approach."
Mountain landscape and reference chains,"The reference mountain chain of this VC is GIOUCHTAS. The reference mountain landscape of this VC is PEZA. Peza Plateau is situated at the eastern foothills of mountain Giouchtas, a mountain with a heighest peak of 811m lying to the east of the hieghest mountain of the island of Crete, the Idi or Psiloritis range 2,456m, with another equally high mountain at the west of the island, the Lefka Ori range at 2,454m. The Peza Plateau lies among central mountain volumes of the island and at a 30 minutes car distance from the biggest city of the island, Heraklion."
Geography and population,The size of the area (km2) is 339.1. The minimum altimetry of the LAU (Local Administrative Unit) is 310. The maximum altimetry of the LAU is 811. The total population (in thousand) is 315.162. The population density (Inhabitants/km2) in the LAU is 119.40. The population change rate of the LAU in the last 10 years (%) has been 0.02%. The overall regional population density (Inhabitants/km2) is 76.5. The regional population change rate in the last 10 years (%) has been 0.01%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 13800. The total Gross Value Added (GVA) (EUR million/year) [Province] is 3752.14. The primary sector share of total GVA/year [Province] is 5.39%. The secondary sector share of total GVA/year [Province] is 11.64%. The tertiary sector share of total GVA/year [Province] is 82.97%. The per capita income (EUR/year) [Region] is 14300. The total Gross Value Added (GVA) (EUR million/year) [Region] is 7862.21. The primary sector share of total GVA/year [Region] is 6.91%. The secondary sector share of total GVA/year [Region] is 11.24%. The tertiary sector share of total GVA/year [Region] is 81.85%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 113. The regional (Region) share of total BPs/year is 0.001%. The number of agricultural holdings in the LAU is 41162. The nearest settlement with population over 100000 (km) is 20. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 15.23%. The secondary sector share of total employment/year [Province] is 12.38%. The tertiary sector share of total employment/year [Province] is 72.39%. The primary sector share of total employment/year [Region] is 16.20%. The secondary sector share of total employment/year [Region] is 11.84%. The tertiary sector share of total employment/year [Region] is 71.97%.
Interest on this VC,"The PDO Peza zone was established in 1971 for red wine and in 1982 for white wine, situated in the central-eastern mountain areas of Crete. The vineyards of Peza stretch sinuously on hilly terrain of varying inclines and exposures around the plain of Peza, in Heraklion district, at altitudes of up to 700m. Here, the red varieties of Kotsifali and Mandilaria are cultivated in deep calcareous soil, although the vineyards of Peza are best known for the production of whites from the local Vilana variety. It is mainly cultivated in the plain around the village of Peza but the vvineyards at higher altitudes, where ripening is more slow and gentle, yield more aromatic wines. The area, with its modern, linear plantings, has the fastest pace of growth among Crete s vine growing areas. The vineyards are planted at altitudes higher than 300m and they area a great example of mountain products that have established a high reputation, providing territorial idendity and supporting the community in the long-run. As in much of Crete, wine has likely been made here for thousands of years. Various ancient wine presses and amphorae found across the whole island point to a long tradition of wine industry in the regio from ancient years. Soil quality, agricultural practices and participation of the community are contributing to a brand name that is gaining loyal customers in a widespread area outside the community and also the island of Crete."
Key local assets,"There are more than 35,000 stremmas of vineyards in the area of the Peza Union, 14,000 of which are producing VQPRD vines, 9,000 for table wines and 12,000 for raisins and table grapes. VQPRD stands for the E.U. characterisation of 'Vin de Qualite Produit de Region Determine' signifying special regions of distinguished quality products. The product of this VC presents great perspectives of growth and market share expansion, while also preserving traditional practices and the use of locally specific resources. "
Challenges,"This VC is very much engaged with local producers and their families,working as a farmers' co-operative of 10 local villages and continuing a wine-production tradition of centuries. The growing expansion of this industry raises challenges for the sustainability of practices, as well as the potential of the cooperative to cover future demand. Another challenge is the sensitivity of wine production level and quality against climate change. Overall the type of challenge faced by this VC is Predicted. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous and Exogenous. Peza Union and all their components are strongly interested in the development of new commercial presentations. In fact, the Sector has put in the market diverse kinds of wines and is also aware about the demand of consumer for natural products. Following this line of innovation, the Union has developed products including high proportion or total presence of natural products. The development of this kind of products requires research that is beyond the possibilities of one single company or association. Moreover, the investment of PEZA UNION in the technology of aseptic package Tetra Pak offered the opportunity of producing another innovative product in continuation to the rationale of the standardization of wine in bag-in-box (The Party's Wine). The innovation is related to New processes and New marketing strategies. The land use systems involved are Cropland. The local assets include Natural, social and cultural."
Concluding remarks,"Similar VCs based on wine production can be identified in other regions of Crete (MRL - NUTS3 : EL432, EL433, EL434)."
