title,description
Hunting,"The MOVING reference member state of this VC (Value Chain) is SPAIN UCO. The reference MOVING Card ID of this VC is VC 04 ES. In the Sierra Morena Cordobesa, there are around 1500 hunting grounds and 70000 hunters registered, and the extension of the hunting area within the province is of 437.852 ha. The area is covered by multitude of land uses, such as fields, dehesas (open oak forests) and mediterranean forests. In addition, all along the Sierra Morena, and also in the part that belongs to Corodba, there are protected areas where hunting is allowed. The main prey of the area is deer with more than 13000 animals hunted per year during the hunting period (from October to February)."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Sierra Morena. The reference mountain landscape of this VC is Hornachuelos. Most of its surface is part of the Hornachuelos Natural Park, the biggest protected area of the province. Its landscape is dominated by mediterranean forest with holm oaks, cork oaks and undergrowth, in addition to riverside woods of willows, ashes and alders. It also hosts a big diversity of aromatic plants and grass species; and it has high hydrological value, with two reservoirs, El Retortillo and Bembezar, standing within the town's boundaries. Hunting is another important activity of the mountain reference landscape. More than the 60% of the area has a slope above 15%."
Geography and population,"The size of the area (km2) is 585,84. The minimum altimetry of the LAU (Local Administrative Unit) is 144. The maximum altimetry of the LAU is 789. The total population (in thousand) is unspecified. The population density (Inhabitants/km2) in the LAU is 4.93. The population change rate of the LAU in the last 10 years (%) has been -6.30%. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) is unspecified."
Income and gross value added,The average per capita income (EUR/year) [Province] is 10437. The total Gross Value Added (GVA) (EUR million/year) [Province] is 13153128. The primary sector share of total GVA/year [Province] is 10.50%. The secondary sector share of total GVA/year [Province] is 17.61%. The tertiary sector share of total GVA/year [Province] is 71.89%. The per capita income (EUR/year) [Region] is unspecified. The total Gross Value Added (GVA) (EUR million/year) [Region] is unspecified. The primary sector share of total GVA/year [Region] is unspecified. The secondary sector share of total GVA/year [Region] is unspecified. The tertiary sector share of total GVA/year [Region] is unspecified.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 40. The regional (Region) share of total BPs/year is unspecified. The number of agricultural holdings in the LAU is unspecified. The nearest settlement with population over 100000 (km) is 46.1. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 13.80%. The secondary sector share of total employment/year [Province] is 17.10%. The tertiary sector share of total employment/year [Province] is 57.00%. The primary sector share of total employment/year [Region] is unspecified. The secondary sector share of total employment/year [Region] is unspecified. The tertiary sector share of total employment/year [Region] is unspecified.
Interest on this VC,"This activity is very connected with the natural assets of the region and is relevant for several traditional dishes. In addition, this activity represents an important aspect of the regional heritage and traditional practices."
Challenges,The hunting sector is experiencing an industralization that put under threat the natural ecosystems on which this activity depends. Overall the type of challenge faced by this VC is Current and Predicted. This VC is classified as Traditional.
Innovation,The type of innovation of this VC (Value Chain) is unspecified. The innovation is related to the whole VC. The land use systems involved are Forestry and Natural land. The local assets include Natural and cultural.
Concluding remarks,"This VC is present all along the Sierra Morena region, including the provinces (NUTS2) of Huelva, Seville, Córdoba and Jaén."
