title,description
"Promotion of the production, harvesting and processing of wool from the Swiss Jura region by an association","The MOVING reference member state of this VC (Value Chain) is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 17 CH2. The VC is composed of about 60 sheep farmers, members of the association and consumers. The association collects the wool and then processes and adds value to it. The wool is washed in the German part of Switzerland, then carded in the Jura and sold at the regional wool centre. The wool is spun, dyed, felted and transformed into various creations. In addition, educational activities are organised."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Jura. The reference mountain landscape of this VC is Aarberg; Bargen (BE); Grossaffoltern; Kallnach; Kappelen; Lyss; Meikirch; Radelfingen; Rapperswil (BE); Schüpfen; Seedorf (BE); Aarwangen; Auswil; Bannwil; Bleienbach; Busswil bei Melchnau; Gondiswil; Langenthal; Lotzwil; Madiswil; Melchnau; Obersteckholz; Oeschenbach; Reisiswil; Roggwil (BE); Rohrbach; Rohrbachgraben; Rütschelen; Schwarzhäusern; Thunstetten; Ursenbach; Wynau; Bern; Bolligen; Bremgarten bei Bern; Kirchlindach; Köniz; Muri bei Bern; Oberbalm; Stettlen; Vechigen; Wohlen bei Bern; Zollikofen; Ittigen; Ostermundigen; Biel/Bienne; Evilard; Arch; Büetigen; Büren an der Aare; Diessbach bei Büren; Dotzigen; Lengnau (BE); Leuzigen; Meienried; Meinisberg; Oberwil bei Büren; Pieterlen; Rüti bei Büren; Wengi; Aefligen; Alchenstorf; Bäriswil; Burgdorf; Ersigen; Hasle bei Burgdorf; Heimiswil; Hellsau; Hindelbank; Höchstetten; Kernenried; Kirchberg (BE); Koppigen; Krauchthal; Lyssach; Mötschwil; Oberburg; Rüdtligen-Alchenflüh; Rumendingen; Rüti bei Lyssach; Willadingen; Wynigen; Corgémont; Cormoret; Cortébert; Courtelary; La Ferrière; Mont-Tramelan; Orvin; Renan (BE); Romont (BE); Saint-Imier; Sonceboz-Sombeval; Sonvilier; Tramelan; Villeret; Sauge; Péry-La Heutte; Brüttelen; Erlach; Finsterhennen; Gals; Gampelen; Ins; Lüscherz; Müntschemier; Siselen; Treiten; Tschugg; Vinelz; Bätterkinden; Deisswil b. Münchenbuch.; Diemerswil; Fraubrunnen; Jegenstorf; Iffwil; Mattstetten; Moosseedorf; Münchenbuchsee; Urtenen-Schönbühl; Utzenstorf; Wiggiswil; Wiler bei Utzenstorf; Zielebach; Zuzwil (BE); Adelboden; Aeschi bei Spiez; Frutigen; Kandergrund; Kandersteg; Krattigen; Reichenbach im Kandertal; Beatenberg; Bönigen; Brienz (BE); Brienzwiler; Därligen; Grindelwald; Gsteigwiler; Gündlischwand; Habkern; Hofstetten bei Brienz; Interlaken; Iseltwald; Lauterbrunnen; Leissigen; Lütschental; Matten bei Interlaken; Niederried b. Interlaken; Oberried am Brienzersee; Ringgenberg (BE); Saxeten; Schwanden bei Brienz; Unterseen; Wilderswil; Arni (BE); Biglen; Bowil; Brenzikofen; Freimettigen; Grosshöchstetten; Häutligen; Herbligen; Kiesen; Konolfingen; Landiswil; Linden; Mirchel; Münsingen; Niederhünigen; Oberdiessbach; Oberthal; Oppligen; Rubigen; Walkringen; Worb; Zäziwil; Oberhünigen; Allmendingen; Wichtrach; Clavaleyres; Ferenbalm; Frauenkappelen; Gurbrü; Kriechenwil; Laupen; Mühleberg; Münchenwiler; Neuenegg; Wileroltigen; Belprahon; Champoz; Corcelles (BE); Court; Crémines; Eschert; Grandval; Loveresse; Moutier; Perrefitte; Reconvilier; Roches (BE); Saicourt; Saules (BE); Schelten; Seehof; Sorvilier; Tavannes; Rebévelier; Petit-Val; Valbirse; La Neuveville; Nods; Plateau de Diesse; Aegerten; Bellmund; Brügg; Bühl; Epsach; Hagneck; Hermrigen; Jens; Ipsach; Ligerz; Merzligen; Mörigen; Nidau; Orpund; Port; Safnern; Scheuren; Schwadernau; Studen (BE); Sutz-Lattrigen; Täuffelen; Walperswil; Worben; Twann-Tüscherz; Därstetten; Diemtigen; Erlenbach im Simmental; Oberwil im Simmental; Reutigen; Spiez; Wimmis; Stocken-Höfen; Guttannen; Hasliberg; Innertkirchen; Meiringen; Schattenhalb; Boltigen; Lenk; St. Stephan; Zweisimmen; Gsteig; Lauenen; Saanen; Guggisberg; Rüschegg; Schwarzenburg; Belp; Burgistein; Gerzensee; Gurzelen; Jaberg; Kaufdorf; Kehrsatz; Kirchdorf (BE); Niedermuhlern; Riggisberg; Rüeggisberg; Rümligen; Seftigen; Toffen; Uttigen; Wattenwil; Wald (BE); Thurnen; Eggiwil; Langnau im Emmental; Lauperswil; Röthenbach im Emmental; Rüderswil; Schangnau; Signau; Trub; Trubschachen; Amsoldingen; Blumenstein; Buchholterberg; Eriz; Fahrni; Heiligenschwendi; Heimberg; Hilterfingen; Homberg; Horrenbach-Buchen; Oberhofen am Thunersee; Oberlangenegg; Pohlern; Sigriswil; Steffisburg; Teuffenthal (BE); Thierachern; Thun; Uebeschi; Uetendorf; Unterlangenegg; Wachseldorn; Zwieselberg; Forst-Längenbühl; Affoltern im Emmental; Dürrenroth; Eriswil; Huttwil; Lützelflüh; Rüegsau; Sumiswald; Trachselwald; Walterswil (BE); Wyssachen; Attiswil; Berken; Bettenhausen; Farnern; Graben; Heimenhausen; Herzogenbuchsee; Inkwil; Niederbipp; Niederönz; Oberbipp; Ochlenberg; Rumisberg; Seeberg; Thörigen; Walliswil bei Niederbipp; Walliswil bei Wangen; Wangen an der Aare; Wangenried; Wiedlisbach; Boudry; Corcelles-Cormondrèche; Cortaillod; Peseux; Rochefort; Milvignes; La Grande Béroche; La Chaux-de-Fonds; Les Planchettes; La Sagne; Les Brenets; La Brévine; Brot-Plamboz; Le Cerneux-Péquignot; La Chaux-du-Milieu; Le Locle; Les Ponts-de-Martel; Cornaux; Cressier (NE); Enges; Hauterive (NE); Le Landeron; Lignières; Neuchâtel; Saint-Blaise; La Tène; Valangin; Val-de-Ruz; La Côte-aux-Fées; Les Verrières; Val-de-Travers; Boécourt; Bourrignon; Châtillon (JU); Courchapoix; Courrendlin; Courroux; Courtételle; Delémont; Develier; Ederswiler; Mervelier; Mettembert; Movelier; Pleigne; Rossemaison; Saulcy; Soyhières; Haute-Sorne; Val Terbi; Le Bémont (JU); Les Bois; Les Breuleux; La Chaux-des-Breuleux; Les Enfers; Les Genevez (JU); Lajoux (JU); Montfaucon; Muriaux; Le Noirmont; Saignelégier; Saint-Brais; Soubey; Alle; Beurnevésin; Boncourt; Bonfol; Bure; Coeuve; Cornol; Courchavon; Courgenay; Courtedoux; Damphreux; Fahy; Fontenais; Grandfontaine; Lugnez; Porrentruy; Vendlincourt; Basse-Allaine; Clos du Doubs; Haute-Ajoie; La Baroche. The MLR is a region composed of limestone rocks, which are permeable and have difficulty retaining water, forming a succession of shallow valleys and high plateaus. It is covered by forest and wooded pasture. Milk and cheese production are the first agricultural resource of the massif. Temperature vary strongly between summer and winter and the annual rainfall are abundant ( 1000 mm). Clock-making by farmers in the form of peasant clockmakers has been practiced since the Middle Ages and offers a cultural heritage to the region."
Geography and population,The size of the area (km2) is 738.59. The minimum altimetry of the LAU (Local Administrative Unit) is 364. The maximum altimetry of the LAU is 4271. The total population (in thousand) is 1287.16. The population density (Inhabitants/km2) in the LAU is 174.27. The population change rate of the LAU in the last 10 years (%) has been 5.36%. The overall regional population density (Inhabitants/km2) is 193.02. The regional population change rate in the last 10 years (%) is unspecified.
Income and gross value added,The average per capita income (EUR/year) [Province] is 29849.05. The total Gross Value Added (GVA) (EUR million/year) [Province] is 79468.40. The primary sector share of total GVA/year [Province] is 0.79%. The secondary sector share of total GVA/year [Province] is 32.83%. The tertiary sector share of total GVA/year [Province] is 66.38%. The per capita income (EUR/year) [Region] is 27548.44. The total Gross Value Added (GVA) (EUR million/year) [Region] is 127943.40. The primary sector share of total GVA/year [Region] is 0.86%. The secondary sector share of total GVA/year [Region] is 38.65%. The tertiary sector share of total GVA/year [Region] is 60.49%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 36571. The regional (Region) share of total BPs/year is 39.27%. The number of agricultural holdings in the LAU is 12046. The nearest settlement with population over 100000 (km) is unspecified. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 4.74%. The secondary sector share of total employment/year [Province] is 22.96%. The tertiary sector share of total employment/year [Province] is 72.14%. The primary sector share of total employment/year [Region] is 4.63%. The secondary sector share of total employment/year [Region] is 23.61%. The tertiary sector share of total employment/year [Region] is 71.57%.
Interest on this VC,"Valorisation of a product that was not or hardly valued until now, in response to a federal political decision to stop supporting the processing of wool by organising itself in the form of an association, innovative organization amoung actors, high quality product from mainly, organic farming and processing of the wool. The new product is the swiss wool that was often perceived as a waste and not used. The association gives a new form of governance to the VC. A Regional Wool Centre was oppened to be a place for documentation, exhibitions, sales, teaching and meetings. There is therefore a new form of collaboration between all the actors involved."
Key local assets,"Sheep and their wool are directly dependent on pasture for food, which is the natural capital. The development of the association and the commitment and motivation of each actor based on common values have developed new forms of collaboration and interactions. "
Challenges,"More than two thirds of the wool produced in Switzerland is destroyed, due to a lack of recognition, time and remuneration, but also because a whole know-how has been lost. Overall the type of challenge faced by this VC is Current. This VC is classified as Traditional and Innovative."
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. The innovation comes from the wilingness to valorise wool and to give an economic life to wool which is often perceived as a waste product. The organisation in the form of an association, operating in a horizontal manner with a will to raise awareness and inform through its educational pole, represents a form of innovation. The innovation is related to New products and New governance systems. The land use systems involved are Grassland. The local assets include Natural and social."
