title,description
Garlic production,"The MOVING reference member state of this VC (Value Chain) is FRANCE CCVD. The reference MOVING Card ID of this VC is VC 11 FR1. Garlic production is very spread in the Drome departement. Drome garlic is represented by a GIE (groupement d'intérêt économique) gathering 60 producers for more than 560 ha of culture. Main production are white and purple garlic in autumn and pink garlic and shallots in spring. The VC respects the environment and is committed to various quality initiatives, such as Global Gap, Organic Agriculture and the Drôme Garlic PGI. The whole of our production is methodically controlled by rigorous approvals. The GIE provide farmers with certified plants, share material, production advices, marketing strategies. For a better organization, cooperative services are grouped in premises of more than 1600 m . Based in the town of Eurre (26 - Drôme), the GIE l'Ail Drômois has a packaging line, refrigerated rooms for storage, a space for order preparation and several docks for shipments. In terms of culture, garlic production enables producers to have an equivalent production during the entire year, ensuring incomes and a better land use."
Mountain landscape and reference chains,"The reference mountain chain of this VC is Drome Valley. The reference mountain landscape of this VC is Drome departement. Drôme is a very diversified departement in terms of geological, natural and agricultural resources. The North-East of the territory is characterised by middle and high mountains (Pre Alps and Vercors Natural Park): agriculture is this area is mainly livestock and small diversified gardening. The South is characterized by the beginning of the Provence and the mediterranean climate, we can find there aromatic and yard large cultures. The West of the territory is characterized by plains were the Rhône and the Drôme rivers meet. Agriculture ther is mainly large cropland. Within the Drôme departement, Biovallée territority gathers 3 associations of municipalities (EPCI) - 95 muncipalities in total. It is a very preserved and diversified territory, following the Drôme River, from Pre Alps to large plains of the downvalley."
Geography and population,The size of the area (km2) is 2200. The minimum altimetry of the LAU (Local Administrative Unit) is 50. The maximum altimetry of the LAU is 2453. The total population (in thousand) is 58.56. The population density (Inhabitants/km2) in the LAU is 42.3. The population change rate of the LAU in the last 10 years (%) has been 1%. The overall regional population density (Inhabitants/km2) is unspecified. The regional population change rate in the last 10 years (%) has been 0.6%.
Income and gross value added,The average per capita income (EUR/year) [Province] is 21100. The total Gross Value Added (GVA) (EUR million/year) [Province] is 14532.49. The primary sector share of total GVA/year [Province] is 1.70%. The secondary sector share of total GVA/year [Province] is 20.30%. The tertiary sector share of total GVA/year [Province] is 77.80%. The per capita income (EUR/year) [Region] is 32799. The total Gross Value Added (GVA) (EUR million/year) [Region] is 242040. The primary sector share of total GVA/year [Region] is 1.00%. The secondary sector share of total GVA/year [Region] is 24.70%. The tertiary sector share of total GVA/year [Region] is 74.30%.
Tourism,The total number of bed places (BPs) in tourist accommodations/year in the LAU (Local Administrative Unit) is 56167. The regional (Region) share of total BPs/year is 37%. The number of agricultural holdings in the LAU is 6400. The nearest settlement with population over 100000 (km) is 115. In this region protected areas are present.
Employment,The primary sector share of total employment/year [Province] is 2.20%. The secondary sector share of total employment/year [Province] is 24.60%. The tertiary sector share of total employment/year [Province] is 71.50%. The primary sector share of total employment/year [Region] is 2.10%. The secondary sector share of total employment/year [Region] is 21.80%. The tertiary sector share of total employment/year [Region] is 76.10%.
Interest on this VC,"Garlic production is one of the most representative production in the Drôme. Production of white, violet and pink garlics enables to do rotation with filed crops and produce during the entire year. Drome garlic is reprenseted by a GIE (economic interest group) and protected by quality schemes: IGP Ail Dromois or organic agriculture label. New process: opportunity for diversification New governance system: Drome garlic is managed by a GIE (economic interest group) which accompaign 60 producers from production to marketing."
Key local assets,"Natural assets: garlic culture is an opportunity for rotation in filed crops: better quality soil, better land use Social assets: production organized into a GIE which insure incomes to the producers ad insure the creation of local value on the terriory Cultural assets: production protected by quality scheme label: IGP, Organic Agriculture contributinf to french food heritage. "
Challenges,Garlic culture is a great diversification opportunity and an added value product. Overall the type of challenge faced by this VC is unspecified. This VC is classified as Traditional and Innovative.
Innovation,"The type of innovation of this VC (Value Chain) is Endogenous. More then an innovation, garlic culture is an opportunity for diversification and rotation in field crops. The innovation is related to New processes and New governance systems. The land use systems involved are Cropland. The local assets include Natural, social é cultural."
